card_txn_id,card_id,merchant_id,amount,currency_code,txn_datetime,status,is_flagged
1017,365,115,2162.21,AED,2025-07-25T10:12:23,reversed,0
1018,289,61,2973.4,USD,2024-03-02T23:38:49,approved,0
1019,33,56,627.45,USD,2022-06-11T05:21:18,approved,0
1020,466,2,1718.91,QAR,2025-06-20T09:32:05,approved,0
1021,205,77,429.5,GBP,2024-01-31T18:24:25,approved,0
1022,58,110,2768.07,USD,2023-07-20T04:15:23,approved,0
1023,61,35,546.41,USD,2023-08-09T01:42:16,approved,0
1024,127,102,2691.99,QAR,2022-08-27T09:49:20,declined,0
1025,415,8,1359.51,USD,2025-09-09T14:14:06,reversed,0
1026,10,4,1603.41,EUR,2022-09-07T15:33:52,approved,0
1027,478,16,240.04,GBP,2024-07-03T02:58:59,approved,0
1028,108,47,2447.31,EUR,2022-12-27T13:56:57,approved,0
1029,137,109,2041.47,QAR,2024-10-17T01:07:31,approved,0
1030,446,83,2801.41,EUR,2025-11-17T16:26:50,approved,0
1031,76,29,2715.0,USD,2022-09-28T18:27:25,approved,0
1032,100,60,12.21,USD,2022-05-07T20:52:02,declined,0
1033,183,105,459.2,USD,2025-01-04T02:01:59,declined,0
1034,266,85,2952.28,USD,2022-11-08T15:54:43,approved,0
1035,159,24,960.73,EUR,2023-02-04T03:27:01,approved,0
1036,294,89,2375.7,GBP,2023-03-22T12:33:51,approved,0
1037,85,117,107.18,USD,2024-02-14T19:22:22,approved,0
1038,201,23,2719.64,USD,2025-08-13T05:36:46,approved,0
1039,127,45,385.21,USD,2025-06-14T11:52:57,approved,0
1040,466,31,446.78,USD,2025-11-20T14:14:44,approved,0
1041,309,78,524.57,USD,2024-08-28T22:44:53,declined,0
1042,401,46,678.05,USD,2024-05-24T02:32:22,reversed,0
1043,47,117,148.77,AED,2022-04-04T16:11:24,approved,0
1044,62,98,1517.99,USD,2023-02-14T12:02:06,approved,0
1045,203,13,1063.95,QAR,2025-02-07T07:57:35,approved,0
1046,94,91,270.74,QAR,2025-09-26T20:27:59,approved,0
1047,441,34,2338.49,USD,2023-10-27T14:48:16,approved,0
1048,497,28,2946.49,AED,2022-10-18T05:58:45,approved,0
1049,387,78,877.53,AED,2023-12-10T17:42:54,approved,0
1050,418,86,2972.46,EUR,2023-01-13T05:46:22,approved,0
1051,421,114,1854.56,AED,2023-03-09T11:41:03,declined,0
1052,460,82,2371.49,USD,2023-05-17T02:54:41,approved,0
1053,204,88,2379.36,USD,2023-04-29T00:31:42,approved,0
1054,487,40,2316.97,EUR,2023-10-26T04:00:56,approved,0
1055,198,23,1205.08,USD,2023-08-11T21:25:14,approved,0
1056,337,47,1159.58,USD,2023-07-21T15:02:23,approved,0
1057,410,23,2810.48,EUR,2024-01-25T02:27:46,approved,0
1058,393,118,2020.34,USD,2023-07-11T00:36:59,approved,0
1059,193,76,2954.33,EUR,2024-07-12T17:31:22,approved,0
1060,412,1,2433.99,USD,2022-12-12T13:10:42,approved,0
1061,334,64,290.09,GBP,2022-07-03T04:19:04,declined,0
1062,385,92,1291.13,QAR,2024-04-06T14:34:36,approved,0
1063,290,67,1424.75,USD,2024-05-23T15:57:30,approved,0
1064,395,24,397.29,EUR,2025-10-14T00:29:21,approved,0
1065,274,80,1426.51,USD,2023-12-23T07:53:40,declined,0
1066,351,74,2700.53,EUR,2023-09-25T06:07:38,approved,0
1067,169,40,566.75,AED,2025-10-08T23:50:37,approved,0
1068,64,19,138.95,USD,2022-05-22T11:53:01,approved,0
1069,194,35,2979.58,EUR,2024-07-23T09:30:00,approved,1
1070,216,72,1393.87,USD,2025-01-20T21:48:27,approved,0
1071,230,76,1351.52,USD,2022-07-02T13:52:12,approved,0
1072,354,5,772.28,USD,2022-02-17T13:15:22,approved,0
1073,102,5,1767.41,USD,2023-07-12T18:27:39,approved,0
1074,41,15,2648.43,EUR,2024-01-04T04:36:44,approved,0
1075,26,89,1114.14,USD,2022-01-17T05:23:22,approved,0
1076,237,53,2023.91,USD,2023-04-26T02:54:20,approved,0
1077,318,109,1679.65,EUR,2023-11-18T19:25:22,declined,0
1078,223,32,897.01,USD,2023-06-21T09:47:14,approved,0
1079,38,102,2690.27,EUR,2024-03-21T18:59:38,approved,0
1080,125,107,2117.65,QAR,2023-07-19T18:28:18,approved,0
1081,450,53,792.86,USD,2025-10-16T21:44:35,approved,0
1082,304,43,1502.51,USD,2024-09-03T23:59:13,reversed,0
1083,273,83,2312.07,USD,2023-07-07T03:15:10,approved,1
1084,458,98,1713.88,USD,2025-11-16T05:07:55,approved,0
1085,168,39,2697.91,USD,2023-01-30T09:40:45,approved,0
1086,242,103,1757.64,QAR,2022-09-15T01:15:00,approved,0
1087,222,109,914.55,QAR,2022-10-31T23:39:14,approved,0
1088,73,115,2212.42,USD,2022-10-07T03:13:46,approved,0
1089,202,111,1070.0,GBP,2024-03-13T06:21:37,approved,0
1090,242,1,1667.02,USD,2022-06-11T18:39:13,declined,0
1091,185,71,896.44,USD,2023-11-02T12:24:14,approved,0
1092,278,71,1114.22,QAR,2023-08-31T05:12:53,approved,0
1093,380,18,102.39,USD,2023-09-27T14:18:11,approved,0
1094,56,3,905.17,EUR,2025-04-01T13:32:47,approved,0
1095,203,101,2465.02,QAR,2022-03-08T17:50:57,reversed,0
1096,364,91,2691.76,EUR,2023-07-29T12:48:37,declined,0
1097,413,84,270.83,EUR,2024-09-24T14:56:18,approved,0
1098,20,39,625.1,USD,2022-11-14T07:34:50,approved,0
1099,25,21,487.64,EUR,2023-07-29T13:25:21,approved,0
1100,374,112,2262.17,GBP,2023-02-12T06:08:33,reversed,0
1101,120,2,410.6,USD,2024-04-01T18:06:13,approved,1
1102,12,29,593.41,USD,2024-06-22T02:46:44,approved,0
1103,402,59,1096.87,QAR,2024-06-15T13:09:49,approved,0
1104,385,105,946.94,QAR,2022-04-27T05:17:41,approved,0
1105,483,116,520.78,USD,2025-04-06T17:49:16,approved,0
1106,15,28,814.02,QAR,2022-09-27T01:08:34,approved,0
1107,498,103,1745.42,GBP,2022-02-03T02:29:45,approved,0
1108,409,17,879.44,QAR,2022-04-30T14:52:56,approved,0
1109,133,85,2649.53,USD,2022-07-28T15:41:40,approved,0
1110,134,53,319.4,GBP,2025-05-15T05:59:16,approved,0
1111,278,30,1611.4,QAR,2022-11-12T21:30:40,approved,0
1112,477,9,541.28,USD,2022-03-24T18:50:44,approved,0
1113,274,37,2138.41,QAR,2022-10-29T07:31:15,approved,0
1114,394,10,2383.7,USD,2022-06-23T02:03:07,approved,0
1115,22,31,2091.27,AED,2025-02-06T13:51:58,approved,0
1116,470,115,2928.04,USD,2022-04-12T15:18:44,approved,0
1117,116,77,454.85,USD,2025-06-22T19:16:44,approved,0
1118,377,114,2692.4,USD,2022-07-28T05:11:09,declined,0
1119,384,33,750.82,EUR,2023-01-08T05:01:23,approved,0
1120,58,49,530.09,EUR,2025-11-04T08:37:56,approved,0
1121,99,117,587.51,GBP,2025-11-18T17:52:12,approved,0
1122,155,57,2631.87,QAR,2023-09-17T16:53:33,approved,0
1123,473,43,37.21,USD,2022-12-07T00:55:23,approved,0
1124,260,88,1049.38,EUR,2023-10-04T06:50:43,approved,0
1125,360,116,546.61,USD,2025-09-09T06:10:56,approved,0
1126,120,35,556.59,QAR,2024-08-29T10:50:10,approved,0
1127,79,3,1256.25,QAR,2023-12-17T17:05:09,approved,0
1128,335,48,1718.97,QAR,2022-11-06T18:18:07,approved,0
1129,489,119,2306.28,USD,2022-11-07T18:20:20,approved,0
1130,206,30,1308.8,USD,2022-11-12T20:26:11,approved,0
1131,341,98,2861.96,USD,2024-02-12T02:21:42,approved,0
1132,331,86,1654.57,USD,2023-02-24T23:06:14,approved,0
1133,21,6,819.29,USD,2023-04-05T22:54:10,approved,0
1134,91,109,457.22,QAR,2022-12-21T02:23:47,approved,0
1135,453,15,2134.26,USD,2024-06-10T17:26:34,approved,0
1136,458,2,313.74,EUR,2024-12-23T10:16:35,approved,0
1137,157,97,402.43,QAR,2022-01-02T01:50:24,approved,0
1138,469,120,1494.49,EUR,2024-09-10T07:53:20,approved,0
1139,492,50,1914.14,USD,2024-03-28T23:19:49,approved,0
1140,371,17,654.7,EUR,2022-08-17T19:09:45,declined,0
1141,92,10,581.54,USD,2025-11-14T02:02:18,approved,0
1142,112,102,2917.8,USD,2024-09-21T16:58:56,approved,0
1143,444,15,271.96,QAR,2024-07-03T04:52:48,approved,0
1144,314,36,1726.95,USD,2025-08-27T05:32:44,approved,0
1145,11,8,659.58,USD,2024-04-19T00:47:44,approved,0
1146,32,1,1044.81,USD,2022-11-27T17:21:12,approved,0
1147,50,1,966.65,USD,2023-01-03T08:15:56,approved,0
1148,364,1,2806.08,EUR,2022-11-28T13:53:51,approved,0
1149,290,99,1835.17,USD,2024-03-26T17:44:27,approved,0
1150,224,120,733.71,USD,2025-02-12T06:56:55,approved,0
1151,345,102,2648.53,USD,2024-09-17T13:57:47,approved,0
1152,59,114,1894.06,USD,2024-04-04T05:25:29,approved,0
1153,157,100,327.76,AED,2023-01-24T04:42:32,approved,0
1154,116,92,1827.1,USD,2025-01-12T16:46:14,approved,0
1155,378,77,2185.51,USD,2024-09-03T10:45:48,approved,0
1156,208,115,1447.87,USD,2025-08-25T01:27:48,approved,0
1157,298,22,20.81,QAR,2025-01-07T16:06:54,approved,0
1158,395,10,1864.27,USD,2024-06-29T13:07:29,declined,0
1159,181,76,1258.16,QAR,2025-08-10T07:34:44,approved,0
1160,92,95,2027.32,AED,2022-11-05T22:25:24,approved,0
1161,205,69,1154.65,USD,2023-12-26T18:53:06,approved,0
1162,158,79,1522.67,EUR,2022-11-29T10:20:14,approved,0
1163,322,82,29.08,USD,2023-09-03T04:37:55,approved,0
1164,322,61,429.87,EUR,2024-05-16T18:19:04,approved,0
1165,203,63,66.74,USD,2025-05-04T14:19:43,approved,0
1166,181,88,1854.19,EUR,2024-04-10T08:04:32,approved,0
1167,259,109,908.2,USD,2023-05-12T09:53:29,approved,0
1168,106,52,2199.76,USD,2024-12-28T03:24:18,approved,0
1169,136,38,949.48,GBP,2022-12-08T21:40:32,approved,0
1170,168,22,356.57,QAR,2022-03-06T05:25:08,reversed,0
1171,205,38,1659.53,QAR,2022-02-07T17:11:17,approved,0
1172,267,14,2310.98,USD,2025-01-10T18:35:12,approved,0
1173,169,62,916.75,QAR,2025-02-02T07:39:38,approved,0
1174,438,96,2984.54,EUR,2024-05-01T07:00:09,declined,0
1175,190,118,40.15,USD,2022-04-05T21:22:46,approved,0
1176,53,76,2666.04,GBP,2023-12-30T20:13:01,declined,0
1177,199,38,293.08,USD,2025-03-03T06:52:28,reversed,0
1178,460,38,1297.12,EUR,2024-10-26T15:58:46,declined,0
1179,272,61,487.66,QAR,2022-03-13T00:07:40,approved,0
1180,455,89,370.38,USD,2023-08-29T09:16:08,approved,0
1181,202,62,824.23,USD,2024-05-14T17:57:59,approved,0
1182,85,39,2820.12,USD,2022-09-16T03:20:58,approved,0
1183,447,62,412.51,QAR,2023-01-01T05:54:11,approved,1
1184,121,28,2795.75,EUR,2023-08-27T14:50:01,approved,0
1185,462,50,912.11,USD,2023-10-29T11:38:14,approved,0
1186,50,109,2472.62,USD,2023-04-07T10:00:31,approved,0
1187,148,43,2186.51,USD,2022-12-07T22:53:55,declined,0
1188,380,32,1184.37,EUR,2022-07-07T02:59:45,approved,0
1189,399,82,431.27,AED,2024-10-10T05:27:49,approved,0
1190,375,32,1853.22,EUR,2025-12-29T21:20:35,approved,0
1191,343,40,512.59,QAR,2022-10-14T22:54:20,approved,0
1192,258,42,1468.78,EUR,2024-07-07T02:03:21,declined,0
1193,327,7,1091.09,EUR,2023-06-14T14:29:19,approved,0
1194,188,82,646.04,GBP,2023-09-02T14:55:33,approved,0
1195,152,15,2500.13,QAR,2022-09-01T11:37:19,approved,0
1196,236,26,781.35,QAR,2025-05-20T06:02:21,approved,0
1197,16,29,587.32,USD,2024-05-12T02:55:50,approved,0
1198,423,83,1564.45,EUR,2023-01-09T13:59:02,approved,0
1199,456,23,2436.63,EUR,2023-12-24T05:30:34,approved,1
1200,424,72,1305.52,USD,2022-05-09T10:11:07,approved,0
1201,168,107,1983.36,QAR,2023-04-09T15:51:51,approved,0
1202,263,73,2590.7,USD,2025-11-05T15:12:18,approved,0
1203,45,95,1438.61,GBP,2022-11-29T18:51:25,approved,0
1204,159,29,631.28,USD,2025-04-18T19:36:16,declined,0
1205,221,34,2915.06,USD,2025-06-02T18:36:37,approved,0
1206,58,7,1597.73,EUR,2024-09-09T07:36:01,approved,0
1207,477,88,2127.19,USD,2025-12-13T02:34:38,approved,0
1208,464,37,512.26,USD,2023-07-22T23:32:49,approved,0
1209,481,116,2518.44,EUR,2024-07-26T18:23:28,approved,0
1210,190,106,2325.84,USD,2025-07-24T22:36:22,approved,0
1211,266,95,335.26,EUR,2023-01-02T04:04:28,approved,0
1212,276,78,1981.68,EUR,2025-07-16T02:52:08,approved,0
1213,328,78,2722.1,USD,2022-06-17T14:00:59,approved,0
1214,154,118,2896.53,QAR,2022-07-22T08:50:59,approved,0
1215,448,21,1570.17,USD,2024-12-07T03:05:11,approved,0
1216,108,68,1509.33,GBP,2025-01-03T03:49:05,approved,0
1217,252,107,1617.23,USD,2023-11-21T18:00:56,approved,0
1218,317,85,2750.93,AED,2025-03-19T20:54:10,approved,0
1219,296,7,1112.48,USD,2024-05-20T13:37:13,approved,0
1220,46,81,2487.52,USD,2024-10-30T17:48:01,approved,0
1221,384,2,2306.87,EUR,2023-02-04T04:43:25,approved,0
1222,63,74,724.91,EUR,2022-01-22T07:54:34,approved,0
1223,243,40,404.93,QAR,2023-12-17T03:15:46,approved,0
1224,354,68,985.61,USD,2022-07-26T16:45:07,approved,0
1225,451,18,899.41,GBP,2023-02-28T12:04:57,approved,0
1226,403,68,1489.58,USD,2024-04-03T04:58:28,approved,0
1227,261,93,1799.55,EUR,2023-03-05T11:15:51,approved,0
1228,321,43,1634.57,AED,2024-05-31T02:23:40,declined,0
1229,127,12,1952.68,QAR,2024-02-09T07:37:31,approved,0
1230,405,113,348.84,USD,2023-05-20T12:43:39,approved,0
1231,261,117,721.47,USD,2024-07-24T00:54:10,approved,0
1232,393,84,1135.87,USD,2023-05-26T09:11:33,approved,0
1233,132,9,2451.37,EUR,2022-06-06T01:57:06,approved,0
1234,491,42,1904.55,USD,2025-01-01T20:58:19,approved,0
1235,500,48,2890.08,USD,2025-10-02T17:34:00,approved,0
1236,5,34,429.84,USD,2024-05-14T04:59:54,approved,0
1237,325,34,2029.94,USD,2024-12-19T18:14:37,approved,0
1238,12,74,1236.46,GBP,2024-05-06T15:25:16,approved,0
1239,338,111,1821.22,AED,2022-01-08T18:11:11,approved,0
1240,143,79,1528.42,GBP,2023-10-18T11:07:54,approved,0
1241,393,43,1613.84,QAR,2022-10-06T15:07:29,approved,0
1242,329,55,2418.52,AED,2022-09-03T03:48:24,approved,0
1243,398,93,2297.47,USD,2023-09-17T06:37:32,approved,0
1244,260,64,618.23,USD,2025-08-28T23:22:32,approved,0
1245,208,37,2283.42,USD,2023-05-30T03:14:45,approved,1
1246,468,15,2826.35,USD,2024-11-15T20:55:26,reversed,0
1247,66,51,401.45,USD,2022-12-08T01:59:16,approved,0
1248,442,112,699.47,USD,2022-03-13T23:41:22,approved,0
1249,138,98,839.94,USD,2025-12-19T22:31:44,approved,0
1250,52,73,646.84,USD,2023-05-07T17:41:04,approved,0
1251,316,40,298.17,EUR,2022-10-23T04:48:17,approved,0
1252,301,94,2206.67,USD,2024-03-09T08:55:59,approved,0
1253,91,48,236.23,USD,2023-09-04T04:11:18,approved,0
1254,356,83,2021.0,USD,2022-07-24T03:34:53,approved,0
1255,157,49,1578.47,USD,2024-02-21T06:03:30,approved,0
1256,230,89,1959.09,USD,2022-11-07T01:02:38,approved,0
1257,201,115,2408.16,GBP,2022-05-24T18:23:12,approved,0
1258,16,2,1018.21,USD,2023-10-04T00:03:06,approved,0
1259,490,103,1690.13,USD,2024-08-02T06:39:29,approved,0
1260,18,84,1355.51,USD,2022-08-12T06:34:52,approved,0
1261,261,61,2654.03,EUR,2024-10-12T04:11:07,approved,0
1262,162,112,2766.3,GBP,2024-04-14T03:31:07,approved,0
1263,494,9,1422.94,USD,2023-06-10T09:15:26,approved,0
1264,423,29,2279.21,USD,2022-09-27T05:23:09,approved,0
1265,74,44,544.89,QAR,2023-07-07T02:09:46,declined,0
1266,9,75,816.25,GBP,2024-07-02T15:56:11,approved,1
1267,346,24,1263.16,EUR,2023-10-09T03:14:59,approved,0
1268,334,60,1808.83,USD,2025-02-15T00:43:08,approved,0
1269,355,46,1753.87,USD,2024-02-22T01:08:06,approved,0
1270,164,120,1612.0,QAR,2022-07-06T05:51:27,approved,0
1271,388,90,858.04,EUR,2025-01-02T13:16:30,approved,0
1272,466,66,2024.04,USD,2024-08-07T12:03:58,approved,0
1273,160,59,777.94,USD,2023-04-18T14:52:42,approved,0
1274,290,15,1716.52,USD,2025-06-23T18:08:05,approved,0
1275,207,74,2211.46,GBP,2023-02-17T12:38:46,approved,0
1276,403,42,2938.98,USD,2023-07-05T16:27:17,approved,0
1277,259,21,353.57,EUR,2024-12-16T13:20:17,approved,0
1278,439,2,506.18,AED,2023-02-13T23:46:31,approved,0
1279,444,2,1079.12,USD,2023-03-03T06:00:03,approved,0
1280,193,32,2380.25,GBP,2024-04-05T14:15:37,approved,1
1281,265,67,1716.07,GBP,2022-07-04T03:16:07,approved,1
1282,297,110,2551.48,USD,2025-07-09T04:52:15,approved,0
1283,479,59,2227.01,EUR,2024-12-25T18:46:29,approved,0
1284,199,2,1626.25,GBP,2023-09-07T17:53:05,declined,0
1285,281,55,1441.13,USD,2023-05-17T01:03:01,declined,0
1286,498,76,1546.12,EUR,2023-05-26T13:07:56,approved,0
1287,488,58,249.28,USD,2022-06-24T10:05:42,approved,0
1288,356,34,990.52,USD,2025-03-20T09:09:01,approved,0
1289,435,86,38.09,USD,2023-10-26T07:17:26,approved,0
1290,193,74,1822.41,USD,2025-04-06T22:17:55,approved,0
1291,367,7,288.28,EUR,2023-07-01T20:46:01,approved,0
1292,277,117,276.62,USD,2022-10-10T20:14:32,approved,0
1293,148,1,449.58,QAR,2022-10-16T01:33:22,approved,0
1294,135,89,975.64,USD,2023-04-11T11:40:12,approved,0
1295,477,29,1034.63,USD,2022-01-18T09:05:10,approved,0
1296,287,18,1655.88,USD,2025-01-29T03:43:26,declined,0
1297,403,81,2923.71,USD,2022-02-06T09:42:55,declined,0
1298,17,8,1395.02,USD,2022-04-24T08:27:26,approved,0
1299,288,32,1568.07,USD,2022-03-02T02:46:56,approved,0
1300,463,17,1704.26,AED,2025-07-08T13:04:22,approved,1
1301,464,34,2839.62,GBP,2022-01-24T15:47:27,approved,0
1302,490,105,2316.17,GBP,2023-06-14T09:24:46,approved,0
1303,336,23,2681.71,AED,2024-05-08T07:54:40,approved,0
1304,13,14,1866.87,USD,2022-01-15T11:31:46,approved,0
1305,105,94,928.76,QAR,2023-06-16T07:22:35,reversed,0
1306,210,69,508.89,QAR,2022-07-27T23:43:08,approved,0
1307,94,51,1360.28,USD,2024-03-13T13:45:51,approved,0
1308,358,101,1201.77,USD,2022-09-24T08:04:59,approved,0
1309,210,110,1638.24,USD,2023-07-07T19:18:30,approved,0
1310,82,75,182.15,USD,2022-01-31T01:26:59,approved,0
1311,257,73,1451.15,USD,2022-10-26T04:15:20,approved,0
1312,158,7,923.1,USD,2024-02-14T17:09:07,approved,0
1313,327,56,2530.74,EUR,2023-12-31T05:22:16,approved,0
1314,497,52,1980.45,USD,2023-08-03T20:52:05,approved,0
1315,364,79,1480.19,USD,2025-02-01T02:33:09,approved,1
1316,343,55,702.04,USD,2025-10-18T18:50:18,approved,0
1317,413,23,2172.6,USD,2023-07-22T18:51:26,approved,0
1318,208,34,2598.78,USD,2022-07-21T03:02:11,approved,0
1319,190,40,589.83,GBP,2022-06-18T23:11:15,approved,0
1320,206,7,934.24,GBP,2024-12-17T13:00:52,declined,0
1321,52,92,2190.48,QAR,2024-02-28T01:03:12,approved,0
1322,104,14,1784.83,EUR,2025-04-27T19:38:58,declined,0
1323,414,36,99.24,USD,2023-09-02T15:52:07,approved,0
1324,255,96,298.51,QAR,2025-08-28T17:26:02,approved,0
1325,323,97,1165.09,QAR,2023-12-28T21:45:39,reversed,0
1326,370,65,776.59,EUR,2023-08-07T20:29:52,approved,0
1327,472,2,1886.8,USD,2024-06-15T10:14:21,approved,0
1328,12,61,2768.03,EUR,2025-10-16T14:33:47,approved,0
1329,240,77,2281.84,GBP,2024-08-16T03:26:06,approved,0
1330,263,15,2338.03,USD,2022-11-13T04:57:12,approved,0
1331,302,82,2963.56,USD,2024-10-01T03:34:12,approved,0
1332,21,58,2635.16,EUR,2022-08-06T00:11:51,approved,1
1333,371,92,1648.02,GBP,2024-08-11T16:02:00,approved,0
1334,445,38,584.08,GBP,2023-03-13T12:11:10,reversed,0
1335,300,5,2368.45,USD,2025-10-01T12:35:22,approved,0
1336,342,61,61.73,QAR,2025-10-29T21:22:04,approved,0
1337,126,74,2549.41,QAR,2024-01-17T22:47:56,declined,0
1338,29,95,348.09,USD,2023-09-03T04:24:04,approved,0
1339,112,26,1093.21,AED,2025-08-21T16:49:16,declined,0
1340,435,28,2109.04,EUR,2025-06-23T17:55:14,approved,0
1341,438,38,1511.16,USD,2022-01-21T09:58:06,approved,0
1342,415,10,2442.51,USD,2023-04-14T01:09:06,approved,0
1343,244,93,1095.46,QAR,2025-01-31T12:44:18,approved,0
1344,119,86,2603.47,EUR,2023-11-07T07:19:35,approved,1
1345,9,105,357.24,GBP,2024-10-18T13:16:49,reversed,0
1346,420,104,1756.45,USD,2022-09-08T10:30:15,approved,0
1347,392,118,2592.95,USD,2022-06-06T14:58:31,approved,0
1348,120,76,1117.6,EUR,2024-11-03T03:21:23,approved,0
1349,481,82,138.75,EUR,2025-05-10T14:10:14,approved,1
1350,152,101,879.57,GBP,2024-01-28T08:27:49,approved,0
1351,184,9,1325.75,USD,2023-02-21T01:52:32,approved,0
1352,413,34,2264.59,USD,2025-08-06T07:30:42,approved,0
1353,250,41,922.07,USD,2022-02-02T05:56:28,approved,0
1354,155,65,2540.34,GBP,2025-10-07T05:24:03,approved,0
1355,133,99,2255.72,EUR,2024-04-04T04:57:28,approved,0
1356,154,6,1347.19,USD,2022-10-06T00:28:41,declined,0
1357,74,62,2836.9,QAR,2025-12-17T06:21:13,approved,0
1358,206,61,1253.87,USD,2025-05-21T04:13:57,approved,0
1359,428,61,1822.93,USD,2025-10-07T22:01:51,approved,0
1360,268,51,1774.78,USD,2022-04-28T22:21:49,approved,0
1361,4,45,2365.04,EUR,2025-05-21T04:30:12,approved,0
1362,490,116,983.46,QAR,2024-05-28T08:49:00,approved,0
1363,378,42,1235.66,USD,2024-08-28T16:38:56,approved,0
1364,177,33,478.04,QAR,2025-04-16T22:55:01,approved,0
1365,133,19,2535.54,USD,2024-04-04T23:53:08,approved,0
1366,31,91,529.84,QAR,2022-10-29T15:06:06,approved,0
1367,426,48,1954.44,USD,2025-05-27T03:31:06,approved,0
1368,151,21,1851.13,USD,2022-08-22T09:17:53,approved,0
1369,120,5,1125.64,QAR,2024-05-20T18:00:13,approved,0
1370,96,4,2695.67,GBP,2025-03-10T17:00:06,reversed,0
1371,95,87,1193.77,USD,2022-06-08T01:27:34,approved,0
1372,238,114,2661.4,USD,2023-03-19T02:25:59,approved,0
1373,21,114,1028.62,USD,2022-03-09T09:37:12,approved,0
1374,235,24,762.91,USD,2025-03-28T07:54:07,approved,0
1375,289,36,2347.99,USD,2023-05-10T17:00:34,approved,0
1376,380,51,2269.18,USD,2022-05-05T05:56:22,approved,0
1377,282,42,327.96,EUR,2025-05-23T07:08:29,approved,0
1378,253,24,1623.67,USD,2025-03-18T03:52:24,approved,0
1379,153,99,1690.51,USD,2022-09-14T13:45:26,approved,0
1380,422,22,1361.94,USD,2025-08-12T09:22:13,approved,0
1381,384,81,1759.98,USD,2022-01-02T16:54:34,approved,0
1382,215,96,1486.49,USD,2024-04-25T00:10:02,approved,0
1383,473,14,1696.0,QAR,2022-12-18T19:02:10,approved,0
1384,191,100,2476.19,USD,2023-05-03T19:02:17,approved,0
1385,18,75,677.06,QAR,2023-12-15T06:15:13,approved,0
1386,126,46,203.57,USD,2024-02-06T20:51:21,approved,0
1387,59,80,2654.44,USD,2023-11-23T09:21:50,approved,0
1388,116,110,1215.65,USD,2025-02-09T17:18:44,approved,0
1389,387,100,738.32,QAR,2023-08-27T07:25:58,approved,0
1390,4,104,1613.14,USD,2025-01-07T20:14:07,approved,0
1391,138,97,812.13,USD,2025-04-02T01:28:49,approved,0
1392,161,117,2623.95,EUR,2022-10-02T01:07:09,approved,0
1393,102,10,1444.4,USD,2024-02-01T08:10:04,declined,0
1394,305,100,2601.16,EUR,2025-03-05T06:57:28,approved,0
1395,51,76,399.05,USD,2022-06-05T22:14:06,approved,0
1396,206,17,2832.57,QAR,2023-07-16T15:20:09,approved,0
1397,470,52,757.12,USD,2022-10-18T22:01:56,approved,0
1398,415,99,687.25,USD,2025-04-29T05:42:47,approved,0
1399,162,112,414.01,USD,2022-12-07T22:06:04,approved,0
1400,170,46,31.78,USD,2023-03-06T23:49:08,approved,0
1401,154,31,1999.24,USD,2024-06-23T15:58:37,approved,0
1402,239,78,2921.53,USD,2023-05-30T04:09:05,approved,0
1403,420,33,1885.59,EUR,2025-12-05T17:50:07,approved,0
1404,497,1,908.93,USD,2024-10-05T01:27:31,approved,0
1405,102,27,2642.12,GBP,2025-04-21T18:35:27,approved,0
1406,317,8,499.46,USD,2025-01-16T21:18:27,approved,0
1407,171,82,1511.36,GBP,2024-12-15T16:12:53,approved,0
1408,397,42,2099.01,GBP,2024-09-05T04:25:50,approved,0
1409,137,51,1447.8,EUR,2022-12-11T11:19:59,approved,0
1410,448,41,2211.87,USD,2025-04-14T12:10:35,approved,0
1411,180,2,2265.44,USD,2023-12-24T23:50:42,declined,0
1412,388,114,2966.59,USD,2025-02-05T13:12:37,approved,0
1413,331,2,273.74,QAR,2022-11-29T07:59:17,approved,0
1414,90,77,36.31,USD,2025-12-09T20:26:25,approved,0
1415,21,18,1230.91,USD,2023-12-03T01:37:23,approved,0
1416,245,108,856.55,USD,2023-04-20T19:04:03,approved,0
1417,113,32,1113.47,USD,2025-06-22T05:08:10,approved,0
1418,45,76,668.13,QAR,2025-11-24T01:26:01,declined,0
1419,249,85,113.74,USD,2024-03-30T03:59:43,approved,0
1420,29,61,2926.9,QAR,2024-03-11T09:13:45,approved,0
1421,6,2,1718.18,USD,2022-12-22T06:17:27,approved,0
1422,338,19,2572.45,EUR,2023-02-26T06:50:26,approved,0
1423,406,80,778.41,GBP,2024-06-10T09:08:12,approved,0
1424,142,116,2451.75,USD,2023-02-07T14:11:29,approved,0
1425,268,47,1430.87,USD,2022-03-06T13:54:44,approved,0
1426,150,24,1871.78,USD,2023-07-23T13:51:04,approved,0
1427,52,66,1652.34,USD,2022-06-27T15:39:39,approved,0
1428,358,24,125.45,USD,2025-02-21T07:28:19,approved,0
1429,394,64,506.32,USD,2024-05-27T10:50:12,approved,0
1430,131,58,1711.68,AED,2022-12-05T11:55:18,approved,0
1431,116,49,2526.52,USD,2025-02-19T18:02:17,approved,0
1432,265,56,2202.36,USD,2025-08-30T00:00:38,approved,0
1433,173,81,2657.14,USD,2023-07-03T05:05:25,approved,0
1434,400,76,1811.01,QAR,2022-03-08T18:49:14,approved,0
1435,345,55,151.63,USD,2025-08-19T20:26:47,approved,0
1436,259,117,1568.61,USD,2024-07-25T01:25:46,approved,0
1437,232,108,1956.17,QAR,2024-05-01T08:57:26,approved,0
