payment_id,loan_id,due_date,paid_date,amount_due,amount_paid,principal_component,interest_component,late_fee,status
346,27,2020-03-30,2020-03-30,343.42,343.42,257.0,86.42,0.0,paid
347,27,2020-04-29,,343.42,,,,36.05,missed
348,27,2020-05-29,2020-05-29,343.42,343.42,174.67,168.75,0.0,on_time
349,27,2020-06-28,2020-06-28,343.42,343.42,273.32,70.1,0.0,paid
350,27,2020-07-28,2020-07-28,343.42,343.42,189.51,153.91,0.0,paid
351,27,2020-08-27,2020-08-27,343.42,343.42,232.63,110.79,0.0,on_time
352,27,2020-09-26,2020-09-26,343.42,343.42,191.01,152.41,0.0,on_time
353,27,2020-10-26,2020-11-06,343.42,343.42,205.11,138.31,49.04,late
354,27,2020-11-25,2020-11-25,343.42,343.42,266.58,76.84,0.0,on_time
355,27,2020-12-25,2020-12-25,343.42,343.42,169.5,173.92,0.0,on_time
356,27,2021-01-24,2021-01-24,343.42,343.42,265.25,78.17,0.0,on_time
357,27,2021-02-23,,343.42,,,,60.84,missed
358,28,2018-02-18,2018-02-18,723.66,723.66,349.23,374.43,0.0,on_time
359,28,2018-03-20,2018-03-20,723.66,723.66,317.28,406.38,0.0,on_time
360,28,2018-04-19,2018-04-19,723.66,723.66,350.89,372.77,0.0,paid
361,28,2018-05-19,2018-05-19,723.66,723.66,573.28,150.38,0.0,on_time
362,28,2018-06-18,2018-06-18,723.66,723.66,425.03,298.63,0.0,paid
363,28,2018-07-18,2018-08-03,723.66,723.66,349.53,374.13,64.15,late
364,28,2018-08-17,2018-08-17,723.66,723.66,367.18,356.48,0.0,paid
365,29,2022-04-30,2022-04-30,898.13,898.13,520.93,377.2,0.0,paid
366,29,2022-05-30,2022-06-16,898.13,898.13,657.16,240.97,19.86,late
367,29,2022-06-29,2022-06-29,898.13,898.13,633.43,264.7,0.0,paid
368,29,2022-07-29,,898.13,,,,43.89,missed
369,29,2022-08-28,2022-09-09,898.13,898.13,390.81,507.32,50.46,late
370,29,2022-09-27,2022-09-27,898.13,898.13,674.4,223.73,0.0,on_time
371,29,2022-10-27,2022-10-27,898.13,898.13,516.01,382.12,0.0,on_time
372,29,2022-11-26,2022-11-26,898.13,898.13,612.5,285.63,0.0,on_time
373,30,2021-08-08,2021-08-08,1882.16,1882.16,1490.96,391.2,0.0,paid
374,30,2021-09-07,2021-09-07,1882.16,1882.16,975.5,906.66,0.0,paid
375,30,2021-10-07,2021-10-07,1882.16,1882.16,1420.3,461.86,0.0,paid
376,30,2021-11-06,2021-11-06,1882.16,1882.16,1255.34,626.82,0.0,on_time
377,30,2021-12-06,2021-12-06,1882.16,1882.16,1028.09,854.07,0.0,on_time
378,30,2022-01-05,2022-01-05,1882.16,1882.16,1317.37,564.79,0.0,on_time
379,30,2022-02-04,2022-02-04,1882.16,1882.16,945.52,936.64,0.0,paid
380,30,2022-03-06,2022-03-06,1882.16,1882.16,1181.93,700.23,0.0,on_time
381,30,2022-04-05,2022-04-05,1882.16,1882.16,1437.66,444.5,0.0,on_time
382,30,2022-05-05,2022-05-23,1882.16,1882.16,1169.85,712.31,63.08,late
383,30,2022-06-04,2022-06-04,1882.16,1882.16,776.5,1105.66,0.0,on_time
384,30,2022-07-04,2022-07-04,1882.16,1882.16,797.92,1084.24,0.0,on_time
385,30,2022-08-03,2022-08-20,1882.16,1882.16,1103.62,778.54,70.57,late
386,30,2022-09-02,2022-09-02,1882.16,1882.16,1283.13,599.03,0.0,on_time
387,30,2022-10-02,2022-10-02,1882.16,1882.16,801.55,1080.61,0.0,on_time
388,30,2022-11-01,2022-11-01,1882.16,1882.16,1363.23,518.93,0.0,paid
389,30,2022-12-01,2022-12-07,1882.16,1882.16,917.68,964.48,71.92,late
390,31,2021-12-13,2021-12-13,1056.71,1056.71,650.85,405.86,0.0,on_time
391,31,2022-01-12,2022-01-12,1056.71,1056.71,826.14,230.57,0.0,paid
392,31,2022-02-11,2022-02-11,1056.71,1056.71,719.18,337.53,0.0,on_time
393,31,2022-03-13,2022-03-13,1056.71,1056.71,502.13,554.58,0.0,paid
394,31,2022-04-12,2022-04-12,1056.71,1056.71,653.9,402.81,0.0,paid
395,32,2018-11-09,2018-11-09,2132.8,2132.8,897.63,1235.17,0.0,paid
396,32,2018-12-09,,2132.8,,,,20.34,missed
397,32,2019-01-08,2019-01-08,2132.8,2132.8,972.41,1160.39,0.0,paid
398,32,2019-02-07,2019-02-07,2132.8,2132.8,1578.83,553.97,0.0,on_time
399,32,2019-03-09,,2132.8,,,,39.61,missed
400,32,2019-04-08,2019-04-08,2132.8,2132.8,1603.11,529.69,0.0,on_time
401,32,2019-05-08,2019-05-08,2132.8,2132.8,1582.75,550.05,0.0,on_time
402,32,2019-06-07,2019-06-07,2132.8,2132.8,1483.17,649.63,0.0,paid
403,32,2019-07-07,2019-07-09,2132.8,2132.8,1464.32,668.48,48.21,late
404,32,2019-08-06,2019-08-06,2132.8,2132.8,910.51,1222.29,0.0,on_time
405,32,2019-09-05,2019-09-05,2132.8,2132.8,1337.4,795.4,0.0,paid
406,32,2019-10-05,2019-10-16,2132.8,2132.8,1203.03,929.77,18.98,late
407,32,2019-11-04,2019-11-04,2132.8,2132.8,1287.21,845.59,0.0,paid
408,32,2019-12-04,2019-12-04,2132.8,2132.8,1590.5,542.3,0.0,on_time
409,32,2020-01-03,2020-01-03,2132.8,2132.8,1428.46,704.34,0.0,on_time
410,32,2020-02-02,2020-02-16,2132.8,2132.8,1411.25,721.55,64.57,late
411,32,2020-03-03,2020-03-04,2132.8,2132.8,1427.79,705.01,69.53,late
412,32,2020-04-02,2020-04-02,2132.8,2132.8,1018.89,1113.91,0.0,paid
413,32,2020-05-02,2020-05-15,2132.8,2132.8,925.99,1206.81,58.01,late
414,32,2020-06-01,2020-06-01,2132.8,2132.8,1061.33,1071.47,0.0,paid
415,32,2020-07-01,2020-07-01,2132.8,2132.8,1353.33,779.47,0.0,on_time
416,33,2023-12-14,2023-12-14,1224.0,1224.0,660.75,563.25,0.0,paid
417,33,2024-01-13,2024-01-23,1224.0,1224.0,650.67,573.33,40.41,late
418,33,2024-02-12,2024-02-12,1224.0,1224.0,884.23,339.77,0.0,paid
419,33,2024-03-13,2024-03-13,1224.0,1224.0,665.78,558.22,0.0,paid
420,33,2024-04-12,2024-04-12,1224.0,1224.0,560.54,663.46,0.0,paid
421,33,2024-05-12,2024-05-31,1224.0,1224.0,813.76,410.24,44.85,late
422,33,2024-06-11,2024-06-11,1224.0,1224.0,663.63,560.37,0.0,on_time
423,33,2024-07-11,2024-07-11,1224.0,1224.0,501.9,722.1,0.0,paid
424,33,2024-08-10,2024-08-10,1224.0,1224.0,721.17,502.83,0.0,paid
425,33,2024-09-09,2024-09-09,1224.0,1224.0,565.04,658.96,0.0,paid
426,33,2024-10-09,2024-10-17,1224.0,1224.0,818.96,405.04,45.02,late
427,33,2024-11-08,2024-11-08,1224.0,1224.0,849.53,374.47,0.0,paid
428,33,2024-12-08,2024-12-08,1224.0,1224.0,826.67,397.33,0.0,paid
429,33,2025-01-07,2025-01-07,1224.0,1224.0,581.65,642.35,0.0,paid
430,33,2025-02-06,2025-02-06,1224.0,1224.0,957.09,266.91,0.0,paid
431,33,2025-03-08,2025-03-08,1224.0,1224.0,746.08,477.92,0.0,on_time
432,33,2025-04-07,2025-04-07,1224.0,1224.0,721.39,502.61,0.0,on_time
433,33,2025-05-07,2025-05-07,1224.0,1224.0,964.49,259.51,0.0,paid
434,33,2025-06-06,2025-06-06,1224.0,1224.0,710.34,513.66,0.0,paid
435,33,2025-07-06,2025-07-06,1224.0,1224.0,802.7,421.3,0.0,paid
436,33,2025-08-05,2025-08-23,1224.0,1224.0,659.83,564.17,20.69,late
437,33,2025-09-04,2025-09-04,1224.0,1224.0,583.61,640.39,0.0,on_time
438,33,2025-10-04,2025-10-06,1224.0,1224.0,556.74,667.26,68.79,late
439,33,2025-11-03,2025-11-03,1224.0,1224.0,977.34,246.66,0.0,on_time
440,34,2020-11-18,2020-12-04,440.1,440.1,215.07,225.03,54.65,late
441,34,2020-12-18,2020-12-18,440.1,440.1,276.36,163.74,0.0,on_time
442,34,2021-01-17,2021-01-17,440.1,440.1,195.76,244.34,0.0,paid
443,34,2021-02-16,2021-02-16,440.1,440.1,258.69,181.41,0.0,paid
444,34,2021-03-18,2021-03-18,440.1,440.1,195.69,244.41,0.0,on_time
445,34,2021-04-17,2021-04-17,440.1,440.1,271.15,168.95,0.0,paid
446,34,2021-05-17,2021-05-17,440.1,440.1,290.54,149.56,0.0,on_time
447,34,2021-06-16,,440.1,,,,30.33,missed
448,34,2021-07-16,2021-07-16,440.1,440.1,274.35,165.75,0.0,on_time
449,34,2021-08-15,2021-08-25,440.1,440.1,320.88,119.22,32.24,late
450,34,2021-09-14,2021-09-14,440.1,440.1,327.57,112.53,0.0,paid
451,34,2021-10-14,2021-10-14,440.1,440.1,184.9,255.2,0.0,paid
452,34,2021-11-13,2021-11-25,440.1,440.1,322.23,117.87,74.64,late
453,34,2021-12-13,2021-12-13,440.1,440.1,291.91,148.19,0.0,on_time
454,34,2022-01-12,2022-01-12,440.1,440.1,230.16,209.94,0.0,paid
455,34,2022-02-11,2022-02-26,440.1,440.1,334.33,105.77,25.04,late
456,34,2022-03-13,2022-03-26,440.1,440.1,309.05,131.05,38.16,late
457,34,2022-04-12,,440.1,,,,46.49,missed
458,34,2022-05-12,2022-05-12,440.1,440.1,248.94,191.16,0.0,on_time
459,34,2022-06-11,2022-06-11,440.1,440.1,301.86,138.24,0.0,on_time
460,34,2022-07-11,2022-07-11,440.1,440.1,317.57,122.53,0.0,paid
461,34,2022-08-10,,440.1,,,,72.06,missed
462,35,2018-04-28,2018-05-17,646.81,646.81,393.16,253.65,28.26,late
463,35,2018-05-28,2018-05-28,646.81,646.81,425.12,221.69,0.0,on_time
464,35,2018-06-27,2018-06-27,646.81,646.81,500.84,145.97,0.0,on_time
465,35,2018-07-27,,646.81,,,,25.35,missed
466,35,2018-08-26,2018-08-26,646.81,646.81,278.33,368.48,0.0,on_time
467,35,2018-09-25,2018-09-25,646.81,646.81,278.22,368.59,0.0,on_time
468,35,2018-10-25,2018-10-25,646.81,646.81,363.06,283.75,0.0,on_time
469,35,2018-11-24,,646.81,,,,36.38,missed
470,35,2018-12-24,,646.81,,,,18.43,missed
471,36,2021-06-20,2021-06-20,330.71,330.71,229.35,101.36,0.0,on_time
472,36,2021-07-20,2021-07-20,330.71,330.71,157.92,172.79,0.0,on_time
473,36,2021-08-19,,330.71,,,,70.85,missed
474,36,2021-09-18,,330.71,,,,63.38,missed
475,36,2021-10-18,2021-10-18,330.71,330.71,204.69,126.02,0.0,paid
476,36,2021-11-17,2021-11-17,330.71,330.71,152.72,177.99,0.0,on_time
477,36,2021-12-17,2021-12-17,330.71,330.71,142.02,188.69,0.0,paid
478,37,2024-09-27,2024-09-27,873.84,873.84,437.85,435.99,0.0,on_time
479,37,2024-10-27,2024-10-27,873.84,873.84,642.34,231.5,0.0,on_time
480,37,2024-11-26,2024-11-26,873.84,873.84,459.2,414.64,0.0,paid
481,37,2024-12-26,2025-01-07,873.84,873.84,565.69,308.15,47.06,late
482,37,2025-01-25,2025-01-25,873.84,873.84,466.46,407.38,0.0,paid
483,37,2025-02-24,2025-02-24,873.84,873.84,354.95,518.89,0.0,on_time
484,38,2020-02-17,2020-02-17,500.42,500.42,354.32,146.1,0.0,on_time
485,38,2020-03-18,2020-04-04,500.42,500.42,216.1,284.32,41.61,late
486,38,2020-04-17,2020-04-17,500.42,500.42,357.1,143.32,0.0,paid
487,38,2020-05-17,2020-05-17,500.42,500.42,319.22,181.2,0.0,paid
488,38,2020-06-16,2020-06-16,500.42,500.42,381.51,118.91,0.0,on_time
489,38,2020-07-16,2020-07-31,500.42,500.42,379.38,121.04,44.8,late
490,38,2020-08-15,2020-08-15,500.42,500.42,349.77,150.65,0.0,on_time
491,38,2020-09-14,2020-09-14,500.42,500.42,363.21,137.21,0.0,paid
492,38,2020-10-14,2020-10-14,500.42,500.42,216.34,284.08,0.0,paid
493,38,2020-11-13,,500.42,,,,23.26,missed
494,38,2020-12-13,2020-12-13,500.42,500.42,202.49,297.93,0.0,paid
495,38,2021-01-12,2021-01-12,500.42,500.42,307.86,192.56,0.0,paid
496,38,2021-02-11,2021-02-24,500.42,500.42,372.37,128.05,18.11,late
497,38,2021-03-13,2021-03-13,500.42,500.42,222.32,278.1,0.0,on_time
498,38,2021-04-12,2021-04-12,500.42,500.42,238.55,261.87,0.0,on_time
499,38,2021-05-12,2021-05-12,500.42,500.42,204.49,295.93,0.0,on_time
500,38,2021-06-11,2021-06-11,500.42,500.42,335.83,164.59,0.0,on_time
501,38,2021-07-11,2021-07-25,500.42,500.42,201.13,299.29,36.36,late
502,39,2020-09-29,2020-09-29,322.33,322.33,238.09,84.24,0.0,on_time
503,39,2020-10-29,2020-10-29,322.33,322.33,217.2,105.13,0.0,on_time
504,39,2020-11-28,2020-11-28,322.33,322.33,245.08,77.25,0.0,paid
505,39,2020-12-28,2020-12-28,322.33,322.33,209.8,112.53,0.0,paid
506,39,2021-01-27,2021-01-27,322.33,322.33,180.92,141.41,0.0,on_time
507,39,2021-02-26,2021-02-26,322.33,322.33,241.16,81.17,0.0,paid
508,39,2021-03-28,2021-03-28,322.33,322.33,185.09,137.24,0.0,on_time
509,39,2021-04-27,2021-05-16,322.33,322.33,184.47,137.86,19.11,late
510,39,2021-05-27,2021-05-27,322.33,322.33,157.14,165.19,0.0,on_time
511,39,2021-06-26,2021-06-26,322.33,322.33,224.03,98.3,0.0,on_time
512,39,2021-07-26,2021-08-15,322.33,322.33,220.29,102.04,44.06,late
513,39,2021-08-25,2021-08-25,322.33,322.33,235.02,87.31,0.0,paid
514,39,2021-09-24,2021-09-24,322.33,322.33,200.01,122.32,0.0,on_time
515,39,2021-10-24,2021-10-24,322.33,322.33,209.41,112.92,0.0,on_time
516,39,2021-11-23,2021-11-23,322.33,322.33,219.51,102.82,0.0,on_time
517,39,2021-12-23,2021-12-23,322.33,322.33,199.35,122.98,0.0,paid
518,39,2022-01-22,2022-01-22,322.33,322.33,229.32,93.01,0.0,paid
519,39,2022-02-21,2022-03-07,322.33,322.33,238.27,84.06,66.7,late
520,39,2022-03-23,2022-03-23,322.33,322.33,180.15,142.18,0.0,paid
521,39,2022-04-22,,322.33,,,,66.01,missed
522,40,2018-03-03,2018-03-03,92.02,92.02,45.14,46.88,0.0,on_time
523,40,2018-04-02,2018-04-02,92.02,92.02,49.73,42.29,0.0,paid
524,40,2018-05-02,2018-05-22,92.02,92.02,67.25,24.77,67.07,late
525,40,2018-06-01,2018-06-01,92.02,92.02,50.71,41.31,0.0,paid
526,40,2018-07-01,2018-07-09,92.02,92.02,41.92,50.1,37.06,late
527,40,2018-07-31,2018-07-31,92.02,92.02,45.98,46.04,0.0,paid
528,40,2018-08-30,2018-08-30,92.02,92.02,62.64,29.38,0.0,on_time
529,40,2018-09-29,2018-09-29,92.02,92.02,52.9,39.12,0.0,paid
530,40,2018-10-29,2018-10-29,92.02,92.02,40.22,51.8,0.0,on_time
531,40,2018-11-28,2018-11-28,92.02,92.02,61.44,30.58,0.0,on_time
532,40,2018-12-28,2018-12-28,92.02,92.02,41.75,50.27,0.0,paid
533,41,2023-09-27,2023-09-27,586.82,586.82,437.56,149.26,0.0,on_time
534,41,2023-10-27,,586.82,,,,61.26,missed
535,41,2023-11-26,2023-11-26,586.82,586.82,318.29,268.53,0.0,paid
536,41,2023-12-26,2023-12-26,586.82,586.82,345.75,241.07,0.0,on_time
537,41,2024-01-25,2024-01-25,586.82,586.82,285.75,301.07,0.0,paid
538,41,2024-02-24,2024-02-24,586.82,586.82,303.29,283.53,0.0,paid
539,41,2024-03-25,2024-03-31,586.82,586.82,377.07,209.75,18.82,late
540,41,2024-04-24,,586.82,,,,16.89,missed
541,41,2024-05-24,2024-05-24,586.82,586.82,333.41,253.41,0.0,paid
542,41,2024-06-23,2024-06-23,586.82,586.82,365.08,221.74,0.0,on_time
543,41,2024-07-23,2024-07-23,586.82,586.82,378.29,208.53,0.0,paid
544,41,2024-08-22,2024-09-06,586.82,586.82,438.25,148.57,52.94,late
545,41,2024-09-21,2024-09-21,586.82,586.82,388.29,198.53,0.0,paid
546,41,2024-10-21,2024-10-21,586.82,586.82,376.35,210.47,0.0,on_time
547,41,2024-11-20,2024-11-20,586.82,586.82,342.64,244.18,0.0,paid
548,41,2024-12-20,2024-12-20,586.82,586.82,460.29,126.53,0.0,on_time
549,41,2025-01-19,2025-01-19,586.82,586.82,423.37,163.45,0.0,on_time
550,41,2025-02-18,2025-02-18,586.82,586.82,435.17,151.65,0.0,paid
551,41,2025-03-20,2025-03-20,586.82,586.82,407.37,179.45,0.0,paid
552,41,2025-04-19,2025-04-19,586.82,586.82,285.43,301.39,0.0,paid
553,41,2025-05-19,2025-05-19,586.82,586.82,283.2,303.62,0.0,on_time
554,41,2025-06-18,2025-06-18,586.82,586.82,434.35,152.47,0.0,paid
555,42,2018-09-28,2018-10-17,1055.01,1055.01,739.56,315.45,15.22,late
556,42,2018-10-28,2018-10-28,1055.01,1055.01,627.85,427.16,0.0,paid
557,42,2018-11-27,2018-11-27,1055.01,1055.01,491.7,563.31,0.0,paid
558,42,2018-12-27,2018-12-27,1055.01,1055.01,696.26,358.75,0.0,on_time
559,42,2019-01-26,2019-01-26,1055.01,1055.01,458.58,596.43,0.0,paid
560,42,2019-02-25,2019-02-25,1055.01,1055.01,469.97,585.04,0.0,on_time
561,42,2019-03-27,2019-04-02,1055.01,1055.01,806.76,248.25,20.66,late
562,42,2019-04-26,,1055.01,,,,15.09,missed
563,42,2019-05-26,2019-05-26,1055.01,1055.01,707.34,347.67,0.0,paid
564,42,2019-06-25,2019-06-25,1055.01,1055.01,599.7,455.31,0.0,paid
565,42,2019-07-25,2019-07-25,1055.01,1055.01,837.55,217.46,0.0,paid
566,42,2019-08-24,2019-08-24,1055.01,1055.01,580.89,474.12,0.0,paid
567,42,2019-09-23,2019-09-23,1055.01,1055.01,715.89,339.12,0.0,on_time
568,42,2019-10-23,2019-10-23,1055.01,1055.01,442.77,612.24,0.0,on_time
569,42,2019-11-22,2019-11-22,1055.01,1055.01,527.04,527.97,0.0,paid
570,42,2019-12-22,2019-12-22,1055.01,1055.01,806.62,248.39,0.0,on_time
571,42,2020-01-21,,1055.01,,,,48.43,missed
572,42,2020-02-20,2020-02-20,1055.01,1055.01,450.62,604.39,0.0,paid
573,42,2020-03-21,2020-03-21,1055.01,1055.01,576.6,478.41,0.0,paid
574,42,2020-04-20,2020-04-20,1055.01,1055.01,737.3,317.71,0.0,on_time
575,43,2023-09-18,2023-09-18,357.97,357.97,224.64,133.33,0.0,on_time
576,43,2023-10-18,2023-10-18,357.97,357.97,277.87,80.1,0.0,on_time
577,43,2023-11-17,2023-11-17,357.97,357.97,231.97,126.0,0.0,paid
578,43,2023-12-17,2024-01-01,357.97,357.97,218.11,139.86,60.08,late
579,44,2023-12-27,2023-12-27,849.01,849.01,492.57,356.44,0.0,on_time
580,44,2024-01-26,2024-01-26,849.01,849.01,580.75,268.26,0.0,on_time
581,44,2024-02-25,,849.01,,,,52.35,missed
582,45,2024-12-04,2024-12-04,2773.41,2773.41,1272.83,1500.58,0.0,paid
583,45,2025-01-03,2025-01-03,2773.41,2773.41,1180.26,1593.15,0.0,on_time
584,45,2025-02-02,2025-02-02,2773.41,2773.41,2132.62,640.79,0.0,paid
585,45,2025-03-04,2025-03-04,2773.41,2773.41,2118.39,655.02,0.0,on_time
586,45,2025-04-03,2025-04-03,2773.41,2773.41,1684.14,1089.27,0.0,paid
587,45,2025-05-03,2025-05-03,2773.41,2773.41,1504.8,1268.61,0.0,on_time
588,45,2025-06-02,2025-06-17,2773.41,2773.41,2019.42,753.99,18.69,late
589,45,2025-07-02,2025-07-02,2773.41,2773.41,1223.74,1549.67,0.0,on_time
590,45,2025-08-01,2025-08-01,2773.41,2773.41,1906.74,866.67,0.0,paid
591,46,2020-04-17,2020-04-17,317.47,317.47,127.04,190.43,0.0,paid
592,46,2020-05-17,2020-05-17,317.47,317.47,209.55,107.92,0.0,on_time
593,46,2020-06-16,2020-06-16,317.47,317.47,187.94,129.53,0.0,paid
594,46,2020-07-16,,317.47,,,,58.05,missed
595,46,2020-08-15,2020-08-25,317.47,317.47,217.59,99.88,72.44,late
596,46,2020-09-14,2020-09-14,317.47,317.47,224.29,93.18,0.0,on_time
597,46,2020-10-14,2020-10-25,317.47,317.47,220.73,96.74,39.46,late
598,46,2020-11-13,,317.47,,,,39.93,missed
599,46,2020-12-13,2020-12-27,317.47,317.47,131.5,185.97,71.6,late
600,46,2021-01-12,2021-01-23,317.47,317.47,217.83,99.64,20.47,late
601,46,2021-02-11,2021-02-13,317.47,317.47,176.85,140.62,32.1,late
602,46,2021-03-13,2021-03-13,317.47,317.47,235.0,82.47,0.0,paid
603,46,2021-04-12,2021-04-12,317.47,317.47,128.6,188.87,0.0,paid
604,46,2021-05-12,2021-05-12,317.47,317.47,217.88,99.59,0.0,paid
605,46,2021-06-11,2021-06-11,317.47,317.47,240.02,77.45,0.0,paid
606,46,2021-07-11,2021-07-11,317.47,317.47,201.29,116.18,0.0,paid
607,46,2021-08-10,2021-08-10,317.47,317.47,180.29,137.18,0.0,on_time
608,46,2021-09-09,,317.47,,,,26.49,missed
609,46,2021-10-09,2021-10-09,317.47,317.47,225.74,91.73,0.0,paid
610,46,2021-11-08,2021-11-08,317.47,317.47,154.81,162.66,0.0,on_time
611,46,2021-12-08,2021-12-08,317.47,317.47,204.12,113.35,0.0,on_time
612,47,2016-03-28,2016-03-28,293.66,293.66,160.75,132.91,0.0,on_time
613,47,2016-04-27,2016-04-27,293.66,293.66,164.96,128.7,0.0,paid
614,47,2016-05-27,2016-05-27,293.66,293.66,166.08,127.58,0.0,paid
615,47,2016-06-26,2016-06-26,293.66,293.66,191.39,102.27,0.0,on_time
616,47,2016-07-26,2016-07-26,293.66,293.66,146.05,147.61,0.0,paid
617,47,2016-08-25,2016-08-25,293.66,293.66,123.89,169.77,0.0,paid
618,47,2016-09-24,2016-09-30,293.66,293.66,136.03,157.63,62.54,late
619,47,2016-10-24,2016-10-24,293.66,293.66,169.42,124.24,0.0,on_time
620,47,2016-11-23,2016-11-23,293.66,293.66,147.95,145.71,0.0,paid
621,47,2016-12-23,2016-12-23,293.66,293.66,181.02,112.64,0.0,paid
622,47,2017-01-22,2017-01-22,293.66,293.66,161.62,132.04,0.0,paid
623,47,2017-02-21,2017-02-21,293.66,293.66,137.5,156.16,0.0,on_time
624,47,2017-03-23,2017-03-23,293.66,293.66,143.55,150.11,0.0,on_time
625,47,2017-04-22,2017-05-05,293.66,293.66,221.6,72.06,21.65,late
626,47,2017-05-22,2017-05-22,293.66,293.66,209.06,84.6,0.0,paid
627,47,2017-06-21,2017-06-28,293.66,293.66,211.23,82.43,19.79,late
628,47,2017-07-21,2017-07-21,293.66,293.66,173.62,120.04,0.0,on_time
629,48,2023-01-17,2023-01-17,1528.88,1528.88,761.84,767.04,0.0,paid
630,48,2023-02-16,2023-03-01,1528.88,1528.88,869.99,658.89,33.34,late
631,48,2023-03-18,2023-03-18,1528.88,1528.88,996.26,532.62,0.0,on_time
632,48,2023-04-17,2023-04-17,1528.88,1528.88,1141.33,387.55,0.0,paid
633,48,2023-05-17,2023-05-17,1528.88,1528.88,907.52,621.36,0.0,paid
634,48,2023-06-16,,1528.88,,,,27.93,missed
635,48,2023-07-16,,1528.88,,,,31.06,missed
636,48,2023-08-15,2023-08-15,1528.88,1528.88,1056.45,472.43,0.0,on_time
637,48,2023-09-14,2023-09-14,1528.88,1528.88,1037.43,491.45,0.0,paid
638,49,2022-11-30,2022-11-30,683.52,683.52,398.35,285.17,0.0,on_time
639,49,2022-12-30,2022-12-30,683.52,683.52,295.75,387.77,0.0,on_time
640,49,2023-01-29,2023-01-29,683.52,683.52,536.0,147.52,0.0,on_time
641,49,2023-02-28,2023-02-28,683.52,683.52,474.93,208.59,0.0,on_time
642,49,2023-03-30,2023-03-30,683.52,683.52,302.38,381.14,0.0,on_time
643,50,2024-06-18,,2095.12,,,,65.59,missed
644,50,2024-07-18,2024-07-18,2095.12,2095.12,1255.85,839.27,0.0,on_time
645,50,2024-08-17,2024-08-17,2095.12,2095.12,1487.38,607.74,0.0,on_time
646,50,2024-09-16,2024-09-16,2095.12,2095.12,1295.16,799.96,0.0,paid
647,50,2024-10-16,2024-10-16,2095.12,2095.12,1506.01,589.11,0.0,on_time
648,50,2024-11-15,2024-11-15,2095.12,2095.12,1558.87,536.25,0.0,paid
649,50,2024-12-15,2024-12-15,2095.12,2095.12,1528.61,566.51,0.0,paid
650,50,2025-01-14,2025-01-14,2095.12,2095.12,956.95,1138.17,0.0,paid
651,50,2025-02-13,2025-03-05,2095.12,2095.12,1178.15,916.97,72.85,late
652,50,2025-03-15,2025-03-15,2095.12,2095.12,1471.4,623.72,0.0,paid
653,50,2025-04-14,2025-04-29,2095.12,2095.12,1281.44,813.68,43.27,late
654,50,2025-05-14,2025-05-14,2095.12,2095.12,1627.75,467.37,0.0,on_time
655,50,2025-06-13,2025-06-13,2095.12,2095.12,1030.14,1064.98,0.0,on_time
656,50,2025-07-13,2025-07-14,2095.12,2095.12,939.62,1155.5,43.94,late
657,50,2025-08-12,2025-08-12,2095.12,2095.12,1316.66,778.46,0.0,on_time
658,50,2025-09-11,2025-09-11,2095.12,2095.12,966.0,1129.12,0.0,on_time
659,51,2019-06-13,2019-06-13,922.45,922.45,690.71,231.74,0.0,paid
660,51,2019-07-13,2019-07-13,922.45,922.45,701.48,220.97,0.0,on_time
661,51,2019-08-12,,922.45,,,,36.02,missed
662,51,2019-09-11,2019-09-14,922.45,922.45,603.93,318.52,63.54,late
663,51,2019-10-11,2019-10-11,922.45,922.45,377.32,545.13,0.0,paid
664,51,2019-11-10,2019-11-10,922.45,922.45,395.44,527.01,0.0,paid
665,51,2019-12-10,2019-12-10,922.45,922.45,409.23,513.22,0.0,paid
666,51,2020-01-09,2020-01-09,922.45,922.45,626.09,296.36,0.0,on_time
667,51,2020-02-08,2020-02-08,922.45,922.45,417.76,504.69,0.0,paid
668,51,2020-03-09,,922.45,,,,44.52,missed
669,51,2020-04-08,2020-04-08,922.45,922.45,509.98,412.47,0.0,paid
670,51,2020-05-08,2020-05-08,922.45,922.45,429.24,493.21,0.0,on_time
671,51,2020-06-07,2020-06-07,922.45,922.45,692.66,229.79,0.0,paid
672,51,2020-07-07,2020-07-07,922.45,922.45,515.74,406.71,0.0,paid
673,51,2020-08-06,2020-08-06,922.45,922.45,541.01,381.44,0.0,paid
674,52,2020-12-14,2020-12-14,681.34,681.34,366.13,315.21,0.0,paid
675,52,2021-01-13,,681.34,,,,62.07,missed
676,52,2021-02-12,2021-02-12,681.34,681.34,503.92,177.42,0.0,paid
677,52,2021-03-14,2021-03-14,681.34,681.34,416.21,265.13,0.0,paid
678,52,2021-04-13,2021-04-13,681.34,681.34,381.74,299.6,0.0,paid
679,52,2021-05-13,2021-05-13,681.34,681.34,378.03,303.31,0.0,paid
680,52,2021-06-12,2021-06-12,681.34,681.34,420.1,261.24,0.0,paid
681,52,2021-07-12,2021-07-12,681.34,681.34,385.53,295.81,0.0,on_time
682,52,2021-08-11,2021-08-11,681.34,681.34,435.33,246.01,0.0,paid
683,52,2021-09-10,2021-09-13,681.34,681.34,498.79,182.55,67.9,late
684,52,2021-10-10,2021-10-10,681.34,681.34,363.46,317.88,0.0,on_time
685,52,2021-11-09,2021-11-13,681.34,681.34,533.2,148.14,48.45,late
686,52,2021-12-09,2021-12-09,681.34,681.34,522.36,158.98,0.0,paid
