transaction_id,account_id,txn_type_id,amount,currency_code,txn_datetime,description,related_transaction_id
1705,141,5,-2095.68,USD,2022-07-27T20:25:22,Monthly fee,
1706,51,6,4747.05,USD,2023-08-31T06:45:14,Interest credit,
1707,27,5,-1478.3,USD,2024-04-07T18:27:23,Monthly fee,
1708,103,5,-2558.79,USD,2024-02-28T17:11:29,Monthly fee,
1709,145,5,-2034.91,USD,2023-05-20T19:15:02,Monthly fee,
1710,64,2,-4458.54,USD,2022-11-14T08:55:49,ATM withdrawal,
1711,75,1,2373.38,USD,2022-08-31T11:22:45,Deposit,
1712,197,6,4697.14,USD,2023-05-11T03:45:30,Interest credit,
1713,298,2,-3929.0,USD,2022-08-02T10:08:06,ATM withdrawal,
1714,163,6,3730.14,USD,2023-05-02T13:00:36,Interest credit,
1715,508,1,2352.98,USD,2025-06-17T19:23:23,Deposit,
1716,103,2,-473.08,USD,2023-05-08T20:54:36,ATM withdrawal,
1717,439,6,976.49,USD,2025-05-03T09:06:09,Interest credit,
1718,231,1,3358.91,USD,2024-08-25T11:24:48,Deposit,
1719,461,5,-1566.92,USD,2024-08-11T23:31:02,Monthly fee,
1720,405,5,-4977.84,USD,2022-10-07T11:26:13,Monthly fee,
1721,521,5,-344.28,USD,2022-02-28T06:07:09,Monthly fee,
1722,66,1,1503.04,USD,2022-09-29T23:12:34,Deposit,
1723,81,5,-1660.7,USD,2023-07-19T01:15:08,Monthly fee,
1724,489,5,-517.7,USD,2023-06-06T13:16:11,Monthly fee,
1725,159,5,-1852.11,USD,2022-10-13T04:31:04,Monthly fee,
1726,188,1,2354.19,USD,2023-07-17T02:42:06,Deposit,
1727,301,6,822.21,USD,2025-10-03T22:31:32,Interest credit,
1728,194,2,-3189.71,USD,2023-08-09T10:12:33,ATM withdrawal,
1729,119,2,-3821.3,USD,2022-09-13T20:27:27,ATM withdrawal,
1730,59,5,-3483.77,USD,2025-11-10T00:47:37,Monthly fee,
1731,231,6,2712.3,USD,2024-07-08T01:04:30,Interest credit,
1732,149,1,4754.62,USD,2025-11-22T02:34:55,Deposit,
1733,271,6,4814.27,USD,2023-08-03T08:50:02,Interest credit,
1734,64,1,1592.1,USD,2025-11-08T07:41:05,Deposit,
1735,166,2,-820.97,USD,2024-05-04T09:37:11,ATM withdrawal,
1736,227,2,-2214.07,USD,2023-09-01T20:19:49,ATM withdrawal,
1737,368,1,4396.28,USD,2023-03-31T16:36:57,Deposit,
1738,214,5,-2409.26,USD,2025-08-31T08:39:37,Monthly fee,
1739,329,2,-3551.95,USD,2023-01-20T04:54:20,ATM withdrawal,
1740,205,6,2379.43,USD,2023-08-30T05:10:40,Interest credit,
1741,422,6,320.32,USD,2023-08-13T17:16:15,Interest credit,
1742,353,1,1436.92,USD,2023-08-10T23:43:25,Deposit,
1743,138,6,204.63,USD,2023-12-04T07:32:23,Interest credit,
1744,364,5,-2709.58,USD,2023-11-24T18:37:06,Monthly fee,
1745,543,1,1102.56,USD,2023-07-03T15:29:43,Deposit,
1746,259,5,-3726.05,USD,2025-03-28T11:50:55,Monthly fee,
1747,343,2,-3522.67,USD,2022-08-03T03:48:55,ATM withdrawal,
1748,72,2,-4383.47,USD,2024-12-27T06:09:47,ATM withdrawal,
1749,84,2,-527.93,USD,2024-05-24T03:57:58,ATM withdrawal,
1750,464,6,701.27,USD,2022-07-07T18:29:13,Interest credit,
1751,103,1,744.28,USD,2025-07-30T21:38:33,Deposit,
1752,255,2,-4918.25,USD,2022-10-21T13:20:59,ATM withdrawal,
1753,145,1,13.51,USD,2022-04-24T14:18:51,Deposit,
1754,491,1,4499.06,USD,2023-12-31T08:33:18,Deposit,
1755,38,5,-3917.55,USD,2025-02-12T01:03:34,Monthly fee,
1756,390,6,2055.84,USD,2024-11-29T20:04:20,Interest credit,
1757,214,2,-4758.44,USD,2024-02-14T04:09:56,ATM withdrawal,
1758,248,2,-4677.57,USD,2023-03-08T12:17:49,ATM withdrawal,
1759,440,5,-1341.2,USD,2025-10-24T09:27:59,Monthly fee,
1760,369,2,-80.5,USD,2023-09-08T16:35:33,ATM withdrawal,
1761,371,1,2340.27,USD,2023-03-11T04:23:29,Deposit,
1762,90,6,927.73,USD,2025-08-10T19:43:03,Interest credit,
1763,493,6,832.33,USD,2025-05-26T04:23:11,Interest credit,
1764,216,2,-203.76,USD,2025-06-09T20:25:26,ATM withdrawal,
1765,150,6,4921.22,USD,2022-10-01T10:50:02,Interest credit,
1766,499,1,351.46,USD,2022-03-18T00:54:35,Deposit,
1767,292,1,2380.56,USD,2024-11-28T16:10:08,Deposit,
1768,150,6,639.47,USD,2023-10-02T16:20:37,Interest credit,
1769,230,1,2477.28,USD,2023-11-16T16:30:32,Deposit,
1770,496,2,-1369.19,USD,2023-12-21T07:34:25,ATM withdrawal,
1771,491,6,2198.87,USD,2022-01-25T21:12:55,Interest credit,
1772,493,2,-2214.11,USD,2024-04-09T15:52:09,ATM withdrawal,
1773,41,2,-2046.73,USD,2022-09-08T22:36:59,ATM withdrawal,
1774,257,6,3708.09,USD,2022-03-09T02:11:12,Interest credit,
1775,345,6,2633.83,USD,2022-12-24T06:40:39,Interest credit,
1776,279,6,4676.58,USD,2025-01-15T07:19:03,Interest credit,
1777,446,2,-1883.38,USD,2025-07-02T11:43:14,ATM withdrawal,
1778,406,5,-1548.14,USD,2023-07-10T17:54:30,Monthly fee,
1779,502,6,4662.5,USD,2023-08-24T10:36:46,Interest credit,
1780,283,1,2508.69,USD,2023-04-11T12:32:48,Deposit,
1781,6,1,2932.73,USD,2023-01-31T05:01:28,Deposit,
1782,400,5,-1465.43,USD,2024-12-14T02:30:53,Monthly fee,
1783,364,5,-4803.34,USD,2023-11-19T22:14:38,Monthly fee,
1784,68,2,-3821.62,USD,2023-12-21T10:08:58,ATM withdrawal,
1785,329,1,4505.81,USD,2023-01-30T01:34:36,Deposit,
1786,478,2,-4838.22,USD,2024-09-01T13:03:42,ATM withdrawal,
1787,179,6,4815.59,USD,2024-08-28T01:12:55,Interest credit,
1788,256,2,-4417.35,USD,2022-08-21T20:21:55,ATM withdrawal,
1789,513,2,-3148.81,USD,2023-03-03T01:12:45,ATM withdrawal,
1790,129,5,-2626.23,USD,2024-05-28T14:17:14,Monthly fee,
1791,394,1,1463.47,USD,2025-11-03T19:33:33,Deposit,
1792,241,2,-1963.9,USD,2025-01-28T21:41:07,ATM withdrawal,
1793,450,5,-37.05,USD,2022-03-23T22:37:18,Monthly fee,
1794,476,1,2674.26,USD,2024-11-12T16:00:43,Deposit,
1795,400,5,-364.6,USD,2023-04-22T02:37:07,Monthly fee,
1796,283,2,-2826.83,USD,2024-07-06T06:49:00,ATM withdrawal,
1797,458,5,-1958.32,USD,2025-01-27T23:24:47,Monthly fee,
1798,210,6,1485.95,USD,2022-06-06T01:57:47,Interest credit,
1799,467,1,863.11,USD,2024-07-24T19:16:39,Deposit,
1800,126,6,2125.67,USD,2023-10-18T16:57:39,Interest credit,
1801,522,2,-1104.98,USD,2025-05-12T02:26:45,ATM withdrawal,
1802,149,6,176.72,USD,2025-07-03T03:18:41,Interest credit,
1803,122,5,-2083.66,USD,2022-09-19T07:15:57,Monthly fee,
1804,212,2,-553.81,USD,2024-10-18T05:37:03,ATM withdrawal,
1805,36,2,-2264.21,USD,2025-10-24T09:41:31,ATM withdrawal,
1806,61,5,-599.92,USD,2025-06-06T11:05:12,Monthly fee,
1807,54,6,1490.97,USD,2024-01-22T04:38:02,Interest credit,
1808,9,2,-1756.79,USD,2022-12-13T20:01:23,ATM withdrawal,
1809,490,1,4268.24,USD,2023-02-07T18:43:08,Deposit,
1810,159,6,1214.39,USD,2022-01-05T06:03:31,Interest credit,
1811,517,2,-3134.64,USD,2022-05-16T20:26:50,ATM withdrawal,
1812,267,2,-3638.31,USD,2023-07-19T23:25:06,ATM withdrawal,
1813,151,5,-3232.79,USD,2024-09-27T19:56:34,Monthly fee,
1814,126,2,-948.14,USD,2022-08-29T21:26:01,ATM withdrawal,
1815,204,1,2699.05,USD,2025-06-07T19:11:43,Deposit,
1816,381,6,1206.56,USD,2025-10-16T02:05:18,Interest credit,
1817,23,2,-3635.91,USD,2023-12-18T06:03:32,ATM withdrawal,
1818,16,5,-281.26,USD,2024-07-29T13:04:29,Monthly fee,
1819,501,1,847.78,USD,2025-11-16T16:37:15,Deposit,
1820,252,2,-1099.86,USD,2024-02-04T08:08:42,ATM withdrawal,
1821,150,2,-3348.2,USD,2022-06-24T23:30:43,ATM withdrawal,
1822,512,1,4629.2,USD,2022-12-30T03:46:17,Deposit,
1823,164,6,2078.69,USD,2025-08-27T13:21:28,Interest credit,
1824,23,6,2123.48,USD,2022-05-19T22:16:56,Interest credit,
1825,124,6,1096.79,USD,2023-10-04T01:43:08,Interest credit,
1826,66,5,-940.35,USD,2022-02-16T12:41:07,Monthly fee,
1827,125,5,-4378.55,USD,2022-04-06T23:24:18,Monthly fee,
1828,330,5,-4750.19,USD,2023-01-17T00:01:43,Monthly fee,
1829,261,1,3463.98,USD,2023-07-08T08:22:07,Deposit,
1830,385,1,4936.29,USD,2023-09-22T13:21:15,Deposit,
1831,476,1,3124.93,USD,2023-03-23T23:32:42,Deposit,
1832,483,2,-4020.75,USD,2023-01-10T20:14:10,ATM withdrawal,
1833,250,6,4874.07,USD,2024-06-19T00:38:35,Interest credit,
1834,380,2,-4335.5,USD,2022-10-28T11:44:49,ATM withdrawal,
1835,68,6,304.75,USD,2023-01-29T22:20:32,Interest credit,
1836,547,1,3393.36,USD,2022-09-05T11:23:58,Deposit,
1837,359,2,-1324.15,USD,2025-03-26T19:15:55,ATM withdrawal,
1838,2,6,620.44,USD,2022-01-27T03:25:05,Interest credit,
1839,536,1,1547.03,USD,2022-05-21T03:44:11,Deposit,
1840,68,2,-1928.14,USD,2022-04-13T18:42:44,ATM withdrawal,
1841,5,6,3450.47,USD,2022-04-10T22:50:08,Interest credit,
1842,400,6,1341.03,USD,2024-05-06T22:38:30,Interest credit,
1843,450,1,972.82,USD,2025-03-16T06:06:27,Deposit,
1844,239,2,-3479.02,USD,2023-09-15T17:15:23,ATM withdrawal,
1845,372,6,1563.42,USD,2022-03-02T17:21:28,Interest credit,
1846,307,6,421.47,USD,2024-06-25T03:20:21,Interest credit,
1847,420,5,-2610.72,USD,2025-11-15T12:16:15,Monthly fee,
1848,157,2,-3568.11,USD,2024-03-14T18:24:14,ATM withdrawal,
1849,110,1,1629.82,USD,2024-12-27T19:39:26,Deposit,
1850,2,2,-3518.1,USD,2025-08-14T20:10:24,ATM withdrawal,
1851,208,5,-985.45,USD,2025-05-11T04:27:10,Monthly fee,
1852,20,5,-2564.47,USD,2023-05-31T00:07:51,Monthly fee,
1853,356,2,-356.06,USD,2023-03-01T17:07:03,ATM withdrawal,
1854,70,6,1195.98,USD,2023-02-26T22:40:11,Interest credit,
1855,292,6,497.02,USD,2025-09-13T05:21:35,Interest credit,
1856,409,6,4399.09,USD,2023-04-25T19:03:12,Interest credit,
1857,106,6,2846.97,USD,2022-12-28T16:06:34,Interest credit,
1858,523,5,-3223.7,USD,2024-12-29T08:02:29,Monthly fee,
1859,248,5,-1148.19,USD,2025-03-16T00:58:59,Monthly fee,
1860,364,6,3503.6,USD,2023-07-20T12:39:48,Interest credit,
1861,529,6,3539.06,USD,2023-11-27T21:35:52,Interest credit,
1862,486,1,469.96,USD,2023-11-07T22:44:46,Deposit,
1863,294,2,-4447.97,USD,2022-09-30T21:40:31,ATM withdrawal,
1864,41,5,-1874.46,USD,2024-07-21T20:51:51,Monthly fee,
1865,161,1,4433.82,USD,2022-04-07T23:20:44,Deposit,
1866,240,6,3891.63,USD,2024-12-10T23:49:38,Interest credit,
1867,54,6,1370.61,USD,2023-10-04T22:48:15,Interest credit,
1868,181,1,516.18,USD,2024-08-18T15:26:28,Deposit,
1869,82,2,-4374.11,USD,2025-03-16T08:59:41,ATM withdrawal,
1870,259,1,4457.78,USD,2024-01-29T07:40:00,Deposit,
1871,111,2,-3514.38,USD,2022-04-26T14:12:57,ATM withdrawal,
1872,395,6,897.22,USD,2024-04-18T20:51:49,Interest credit,
1873,155,6,629.39,USD,2023-07-25T14:59:00,Interest credit,
1874,440,6,1303.56,USD,2022-01-28T14:04:27,Interest credit,
1875,149,2,-2956.29,USD,2024-01-01T04:27:43,ATM withdrawal,
1876,356,5,-1665.96,USD,2025-07-19T14:21:59,Monthly fee,
1877,455,6,4452.25,USD,2024-11-18T03:07:10,Interest credit,
1878,8,1,4351.3,USD,2024-05-08T10:43:20,Deposit,
1879,355,2,-247.95,USD,2025-09-22T08:01:30,ATM withdrawal,
1880,285,2,-3137.62,USD,2025-05-04T06:33:29,ATM withdrawal,
1881,162,6,4290.6,USD,2024-08-31T20:57:23,Interest credit,
1882,220,2,-1763.17,USD,2025-08-31T05:18:10,ATM withdrawal,
1883,200,5,-1256.95,USD,2022-09-23T07:44:09,Monthly fee,
1884,13,1,3720.76,USD,2022-05-09T01:25:12,Deposit,
1885,499,1,3448.19,USD,2022-09-08T17:27:33,Deposit,
1886,249,2,-2922.87,USD,2025-12-12T23:21:49,ATM withdrawal,
1887,267,2,-1388.98,USD,2023-11-14T15:44:44,ATM withdrawal,
1888,80,2,-4173.73,USD,2023-08-07T01:51:13,ATM withdrawal,
1889,520,5,-3772.18,USD,2024-01-24T17:56:33,Monthly fee,
1890,476,1,1262.05,USD,2025-06-10T23:56:05,Deposit,
1891,204,1,2737.25,USD,2024-08-02T07:08:14,Deposit,
1892,197,5,-513.81,USD,2023-11-05T01:39:26,Monthly fee,
1893,144,2,-4207.26,USD,2023-09-17T08:01:43,ATM withdrawal,
1894,373,2,-4719.39,USD,2025-02-06T23:39:34,ATM withdrawal,
1895,241,2,-4834.69,USD,2023-03-07T14:43:33,ATM withdrawal,
1896,499,2,-3344.45,USD,2023-04-16T10:47:33,ATM withdrawal,
1897,61,5,-4164.09,USD,2025-01-30T05:39:40,Monthly fee,
1898,544,5,-2844.6,USD,2024-10-28T02:18:33,Monthly fee,
1899,550,1,1620.72,USD,2025-06-13T10:04:22,Deposit,
1900,351,6,2443.32,USD,2024-04-06T09:08:54,Interest credit,
1901,188,6,998.55,USD,2022-03-18T13:15:25,Interest credit,
1902,301,6,195.59,USD,2024-12-09T15:03:18,Interest credit,
1903,144,1,4842.75,USD,2025-09-30T17:57:39,Deposit,
1904,112,2,-3104.57,USD,2025-07-13T08:28:27,ATM withdrawal,
1905,220,2,-3179.63,USD,2024-07-21T15:49:38,ATM withdrawal,
1906,246,1,4649.28,USD,2024-07-07T01:07:15,Deposit,
1907,10,2,-4950.69,USD,2024-05-30T00:58:17,ATM withdrawal,
1908,112,1,3688.13,USD,2025-05-03T18:29:01,Deposit,
1909,340,6,2899.95,USD,2025-10-13T14:13:06,Interest credit,
1910,21,1,3659.78,USD,2024-09-26T23:04:14,Deposit,
1911,433,2,-4103.33,USD,2023-01-08T10:23:31,ATM withdrawal,
1912,533,5,-363.84,USD,2025-02-28T00:15:09,Monthly fee,
1913,132,2,-375.27,USD,2023-03-28T22:32:32,ATM withdrawal,
1914,437,1,2776.64,USD,2024-06-06T00:56:30,Deposit,
1915,15,5,-403.66,USD,2025-04-06T10:31:10,Monthly fee,
1916,259,1,4620.46,USD,2025-02-15T10:47:32,Deposit,
1917,263,5,-3490.3,USD,2023-03-04T23:24:36,Monthly fee,
1918,521,1,3131.31,USD,2023-12-17T06:46:55,Deposit,
1919,317,1,1821.47,USD,2023-08-25T15:53:18,Deposit,
1920,188,2,-212.79,USD,2025-01-10T02:49:03,ATM withdrawal,
1921,483,2,-1355.07,USD,2024-04-11T11:04:55,ATM withdrawal,
1922,230,1,4190.46,USD,2025-09-28T05:24:29,Deposit,
1923,308,5,-4228.72,USD,2023-04-07T19:24:08,Monthly fee,
1924,325,1,2206.39,USD,2025-01-31T00:41:45,Deposit,
1925,187,6,496.64,USD,2023-01-16T04:28:15,Interest credit,
1926,494,2,-3653.81,USD,2024-04-27T06:57:48,ATM withdrawal,
1927,541,6,562.68,USD,2024-08-16T03:24:35,Interest credit,
1928,65,2,-3785.02,USD,2025-01-28T06:21:33,ATM withdrawal,
1929,107,6,2536.97,USD,2022-03-01T11:09:19,Interest credit,
1930,329,1,944.0,USD,2024-07-18T20:34:13,Deposit,
1931,376,5,-893.83,USD,2022-08-27T22:55:12,Monthly fee,
1932,347,6,3093.36,USD,2024-03-19T02:19:16,Interest credit,
1933,304,1,307.02,USD,2024-07-26T18:36:31,Deposit,
1934,311,2,-418.52,USD,2023-11-30T05:10:31,ATM withdrawal,
1935,87,1,69.89,USD,2024-08-12T09:27:22,Deposit,
1936,350,1,2032.18,USD,2023-04-30T00:11:41,Deposit,
1937,7,1,2120.55,USD,2024-04-09T11:41:10,Deposit,
1938,194,2,-257.0,USD,2022-10-06T00:41:18,ATM withdrawal,
1939,164,2,-4428.81,USD,2024-08-10T00:16:10,ATM withdrawal,
1940,535,5,-2507.85,USD,2023-10-10T01:04:12,Monthly fee,
1941,414,6,693.33,USD,2023-11-20T00:35:39,Interest credit,
1942,243,2,-3612.44,USD,2022-02-15T16:20:57,ATM withdrawal,
1943,454,5,-728.4,USD,2025-03-12T07:10:24,Monthly fee,
1944,305,5,-3308.34,USD,2023-09-20T07:06:01,Monthly fee,
1945,129,1,3695.05,USD,2022-10-03T00:36:31,Deposit,
1946,447,5,-4592.73,USD,2023-03-15T20:22:31,Monthly fee,
1947,117,6,4449.68,USD,2024-05-17T04:00:33,Interest credit,
1948,177,6,2896.17,USD,2024-10-10T19:12:16,Interest credit,
1949,219,2,-2853.54,USD,2024-11-30T00:31:16,ATM withdrawal,
1950,145,6,2516.44,USD,2022-01-19T03:28:22,Interest credit,
1951,63,1,2333.13,USD,2023-12-15T08:28:54,Deposit,
1952,357,1,1106.06,USD,2022-06-05T13:56:40,Deposit,
1953,528,1,1791.62,USD,2023-01-27T13:27:19,Deposit,
1954,15,6,2802.65,USD,2022-08-26T05:01:01,Interest credit,
1955,216,1,4808.86,USD,2024-12-21T20:07:44,Deposit,
1956,472,1,3356.64,USD,2024-06-26T12:21:39,Deposit,
1957,341,5,-4371.06,USD,2023-08-15T01:35:34,Monthly fee,
1958,513,5,-4419.33,USD,2023-02-08T15:10:04,Monthly fee,
1959,210,1,1538.7,USD,2022-07-08T17:50:01,Deposit,
1960,533,5,-2789.87,USD,2025-04-15T13:01:45,Monthly fee,
1961,292,6,788.04,USD,2025-02-01T15:14:54,Interest credit,
1962,313,2,-698.47,USD,2022-07-24T11:48:25,ATM withdrawal,
1963,237,5,-4468.74,USD,2025-05-23T22:31:26,Monthly fee,
1964,516,2,-3143.99,USD,2022-09-20T07:32:06,ATM withdrawal,
1965,352,5,-2369.08,USD,2023-03-06T22:10:50,Monthly fee,
1966,365,5,-4038.91,USD,2023-12-26T10:15:50,Monthly fee,
1967,542,2,-1814.83,USD,2024-06-11T11:44:59,ATM withdrawal,
1968,259,1,948.23,USD,2025-03-23T00:57:30,Deposit,
1969,281,5,-1245.57,USD,2025-03-15T15:36:08,Monthly fee,
1970,3,2,-4469.88,USD,2022-10-08T05:07:49,ATM withdrawal,
1971,148,2,-3392.95,USD,2024-07-16T21:00:42,ATM withdrawal,
1972,236,2,-3175.13,USD,2025-08-25T22:08:33,ATM withdrawal,
1973,514,6,3978.09,USD,2025-10-20T05:43:47,Interest credit,
1974,445,1,294.17,USD,2023-12-23T04:03:27,Deposit,
1975,118,1,3774.97,USD,2024-12-09T09:06:56,Deposit,
1976,25,6,3806.33,USD,2025-09-10T22:31:30,Interest credit,
1977,474,5,-944.7,USD,2022-10-13T07:35:25,Monthly fee,
1978,197,6,2355.3,USD,2024-04-05T23:18:09,Interest credit,
1979,120,6,2734.38,USD,2025-12-30T21:30:10,Interest credit,
1980,174,1,4067.87,USD,2023-07-01T22:44:14,Deposit,
1981,406,1,2197.83,USD,2023-08-27T05:47:13,Deposit,
1982,55,6,3015.15,USD,2022-07-01T18:05:33,Interest credit,
1983,55,1,4547.39,USD,2023-09-06T10:21:44,Deposit,
1984,135,6,3861.61,USD,2025-07-30T06:31:55,Interest credit,
1985,10,1,1260.54,USD,2022-08-16T01:11:47,Deposit,
1986,206,2,-4231.55,USD,2022-11-24T17:24:18,ATM withdrawal,
1987,81,1,1963.6,USD,2025-05-21T04:31:30,Deposit,
1988,51,2,-4730.31,USD,2025-05-02T07:43:46,ATM withdrawal,
1989,73,2,-4755.86,USD,2025-09-14T13:41:16,ATM withdrawal,
1990,22,2,-2161.95,USD,2023-11-02T14:04:27,ATM withdrawal,
1991,541,6,742.75,USD,2025-08-25T07:04:38,Interest credit,
1992,31,1,199.77,USD,2022-06-20T17:22:22,Deposit,
1993,279,1,1877.5,USD,2024-09-20T08:18:33,Deposit,
1994,498,1,4404.59,USD,2025-02-11T02:44:57,Deposit,
1995,509,1,2420.9,USD,2023-07-03T15:18:38,Deposit,
1996,23,6,3064.39,USD,2023-05-15T04:33:23,Interest credit,
1997,208,2,-4452.81,USD,2023-05-24T12:09:12,ATM withdrawal,
1998,26,5,-3799.55,USD,2024-04-01T04:59:59,Monthly fee,
1999,52,6,837.2,USD,2024-04-12T19:15:07,Interest credit,
2000,546,5,-3999.05,USD,2023-11-27T05:45:41,Monthly fee,
2001,104,6,714.41,USD,2023-03-31T19:22:59,Interest credit,
2002,400,2,-2907.05,USD,2025-10-23T17:31:18,ATM withdrawal,
2003,191,2,-1275.21,USD,2023-08-22T18:03:37,ATM withdrawal,
2004,206,5,-717.04,USD,2025-04-12T05:26:14,Monthly fee,
2005,315,5,-1501.06,USD,2023-03-07T00:16:07,Monthly fee,
2006,19,5,-4981.25,USD,2023-11-22T20:55:58,Monthly fee,
2007,543,6,59.34,USD,2025-05-04T07:40:29,Interest credit,
2008,503,2,-2758.54,USD,2024-10-19T10:41:48,ATM withdrawal,
2009,445,6,3698.91,USD,2022-02-18T15:12:19,Interest credit,
2010,347,6,4160.66,USD,2022-02-17T14:06:29,Interest credit,
2011,526,1,2044.22,USD,2023-12-22T10:54:02,Deposit,
2012,177,6,1520.26,USD,2022-10-02T04:12:04,Interest credit,
2013,268,6,3406.05,USD,2022-11-12T01:09:00,Interest credit,
2014,457,6,1794.8,USD,2024-09-25T18:27:25,Interest credit,
2015,467,5,-2613.37,USD,2025-11-15T06:19:14,Monthly fee,
2016,304,5,-2320.4,USD,2024-06-23T23:24:47,Monthly fee,
2017,173,2,-1986.69,USD,2025-11-30T18:24:26,ATM withdrawal,
2018,254,6,2750.3,USD,2024-05-25T03:11:00,Interest credit,
2019,268,5,-4924.46,USD,2024-10-07T15:49:26,Monthly fee,
2020,494,5,-289.82,USD,2025-06-22T11:58:51,Monthly fee,
2021,32,6,3942.98,USD,2025-08-09T19:10:22,Interest credit,
2022,88,1,438.82,USD,2025-09-14T11:27:21,Deposit,
2023,182,2,-2278.38,USD,2025-02-10T03:40:12,ATM withdrawal,
2024,415,2,-1295.73,USD,2025-01-29T00:49:45,ATM withdrawal,
2025,273,6,2409.21,USD,2025-05-31T07:57:12,Interest credit,
2026,243,5,-3939.26,USD,2022-04-21T04:40:29,Monthly fee,
2027,396,2,-3378.51,USD,2024-02-29T06:54:43,ATM withdrawal,
2028,111,5,-4569.32,USD,2023-04-13T10:47:02,Monthly fee,
2029,198,6,2621.81,USD,2023-10-04T02:19:52,Interest credit,
2030,73,2,-83.94,USD,2022-05-17T02:49:37,ATM withdrawal,
2031,25,6,2470.95,USD,2024-09-23T07:55:26,Interest credit,
2032,327,2,-3385.39,USD,2024-07-20T20:19:59,ATM withdrawal,
2033,476,6,614.55,USD,2023-11-16T10:34:46,Interest credit,
2034,290,6,3842.33,USD,2024-11-04T09:00:00,Interest credit,
2035,532,1,379.5,USD,2022-05-08T11:54:09,Deposit,
2036,94,2,-1326.29,USD,2025-09-27T15:27:46,ATM withdrawal,
2037,423,6,2616.62,USD,2025-12-07T03:39:34,Interest credit,
2038,399,6,1451.78,USD,2023-02-17T07:33:12,Interest credit,
2039,467,2,-1024.31,USD,2022-04-04T14:52:40,ATM withdrawal,
2040,309,6,2002.58,USD,2023-01-31T02:02:30,Interest credit,
2041,455,6,957.18,USD,2024-01-23T07:15:36,Interest credit,
2042,420,5,-400.5,USD,2023-09-25T02:10:30,Monthly fee,
2043,379,6,4082.32,USD,2025-03-10T17:35:00,Interest credit,
2044,180,6,3769.23,USD,2022-04-27T19:38:54,Interest credit,
2045,202,5,-823.9,USD,2024-01-17T02:09:00,Monthly fee,
2046,544,6,4935.62,USD,2024-01-04T10:19:59,Interest credit,
2047,410,6,4351.53,USD,2022-04-26T00:18:30,Interest credit,
2048,363,6,221.43,USD,2022-07-23T04:50:47,Interest credit,
2049,532,1,4921.46,USD,2024-07-28T01:12:17,Deposit,
2050,103,1,1962.48,USD,2025-01-08T13:04:02,Deposit,
2051,94,1,2651.84,USD,2022-04-20T03:23:12,Deposit,
2052,352,2,-4325.67,USD,2024-07-08T17:01:02,ATM withdrawal,
2053,335,6,4466.04,USD,2024-11-08T17:26:12,Interest credit,
2054,296,1,3007.63,USD,2024-02-27T04:55:34,Deposit,
2055,320,1,4050.92,USD,2023-06-20T08:28:18,Deposit,
2056,399,1,3614.83,USD,2024-10-11T18:10:15,Deposit,
2057,173,1,3854.82,USD,2023-02-10T18:20:30,Deposit,
2058,426,5,-986.01,USD,2025-05-26T07:12:20,Monthly fee,
2059,385,2,-3497.88,USD,2022-08-19T19:22:05,ATM withdrawal,
2060,478,6,1177.57,USD,2025-01-18T20:37:59,Interest credit,
2061,184,6,2594.08,USD,2025-06-21T17:41:23,Interest credit,
2062,423,6,3614.57,USD,2025-03-10T12:56:44,Interest credit,
2063,466,2,-2328.46,USD,2025-05-06T23:53:39,ATM withdrawal,
2064,372,6,2674.53,USD,2022-03-08T23:33:20,Interest credit,
2065,418,6,1747.62,USD,2022-08-31T12:54:57,Interest credit,
2066,224,5,-2630.9,USD,2025-02-05T12:47:17,Monthly fee,
2067,534,1,629.24,USD,2023-11-07T03:41:05,Deposit,
2068,518,5,-4001.47,USD,2022-10-12T21:47:51,Monthly fee,
2069,385,5,-622.72,USD,2022-01-10T05:09:51,Monthly fee,
2070,52,5,-2674.7,USD,2023-10-22T18:53:20,Monthly fee,
2071,488,1,3479.84,USD,2023-04-03T11:08:24,Deposit,
2072,178,6,1225.28,USD,2025-09-22T17:11:28,Interest credit,
2073,406,1,2184.41,USD,2025-11-23T14:02:25,Deposit,
2074,149,5,-4989.5,USD,2025-06-21T02:55:42,Monthly fee,
2075,483,2,-4358.49,USD,2022-07-21T03:39:45,ATM withdrawal,
2076,63,5,-4558.15,USD,2025-12-10T01:50:24,Monthly fee,
2077,244,2,-1229.22,USD,2023-02-02T13:31:44,ATM withdrawal,
2078,246,6,3481.63,USD,2025-11-07T08:46:03,Interest credit,
2079,84,6,1074.08,USD,2022-05-23T02:49:10,Interest credit,
2080,24,2,-4357.07,USD,2022-12-13T05:07:25,ATM withdrawal,
2081,248,1,2445.11,USD,2025-10-01T21:40:06,Deposit,
2082,229,2,-3302.79,USD,2023-05-12T07:17:58,ATM withdrawal,
2083,17,5,-2697.53,USD,2023-05-16T10:18:27,Monthly fee,
2084,190,2,-3911.33,USD,2024-02-25T13:08:16,ATM withdrawal,
2085,156,6,4888.92,USD,2024-02-10T07:37:01,Interest credit,
2086,460,5,-662.32,USD,2024-02-28T13:13:13,Monthly fee,
2087,514,1,876.11,USD,2024-12-16T00:00:11,Deposit,
2088,228,6,280.36,USD,2025-10-21T23:55:26,Interest credit,
2089,22,2,-361.27,USD,2022-05-16T14:42:15,ATM withdrawal,
2090,255,6,567.2,USD,2023-04-25T18:13:12,Interest credit,
2091,94,5,-1719.82,USD,2025-07-17T08:42:41,Monthly fee,
