score_id,customer_id,score_date,score_value,model_version
698,240,2024-01-02,418.4,v2.0
699,241,2021-06-25,475.4,v1.3
700,241,2021-09-25,500.9,v1.2
701,242,2022-09-17,455.6,v2.0
702,242,2022-12-10,435.1,v1.2
703,242,2023-05-02,427.7,v1.3
704,242,2023-07-12,430.1,v1.3
705,243,2022-07-14,675.9,v1.3
706,243,2022-09-21,683.9,v1.2
707,244,2022-08-22,436.0,v1.2
708,244,2023-04-10,411.0,v1.2
709,244,2023-08-30,372.6,v2.0
710,244,2023-12-07,364.1,v1.2
711,244,2024-05-17,343.0,v2.0
712,245,2023-10-15,693.7,v2.0
713,245,2024-04-19,690.4,v1.3
714,246,2021-01-14,458.5,v1.3
715,246,2021-04-18,473.8,v2.0
716,247,2023-04-24,561.7,v2.0
717,247,2023-09-16,559.0,v2.0
718,248,2021-01-18,521.0,v2.0
719,248,2021-03-26,513.0,v1.2
720,248,2021-08-26,502.8,v2.0
721,248,2022-01-26,463.6,v1.2
722,248,2022-08-17,469.7,v1.3
723,249,2022-01-08,783.1,v1.2
724,249,2022-03-21,754.9,v1.3
725,249,2022-10-04,768.3,v1.3
726,249,2023-04-01,791.4,v1.2
727,249,2023-07-05,787.6,v2.0
728,250,2023-12-12,636.0,v1.2
729,251,2023-10-02,763.1,v1.2
730,251,2024-05-25,744.0,v1.3
731,251,2024-11-20,750.4,v1.3
732,252,2021-07-13,489.0,v1.2
733,252,2021-09-15,527.5,v1.2
734,253,2021-08-23,515.1,v1.3
735,254,2021-10-06,497.1,v1.3
736,254,2022-03-18,521.1,v2.0
737,255,2022-10-25,824.2,v1.2
738,255,2023-03-18,831.3,v2.0
739,256,2022-08-11,524.6,v2.0
740,256,2023-03-26,504.6,v1.3
741,256,2023-10-20,499.1,v1.3
742,256,2024-03-10,489.1,v1.3
743,257,2023-03-08,386.8,v2.0
744,258,2023-01-10,322.4,v1.3
745,259,2023-08-10,452.7,v1.2
746,260,2023-10-27,353.2,v1.3
747,260,2024-04-17,331.8,v2.0
748,260,2024-12-09,347.0,v1.3
749,260,2025-07-05,386.0,v1.2
750,261,2021-09-23,731.1,v1.2
751,261,2022-03-29,769.5,v1.2
752,261,2022-07-03,779.0,v2.0
753,261,2022-09-30,808.9,v2.0
754,261,2023-02-09,825.5,v2.0
755,262,2022-08-26,584.7,v1.3
756,262,2022-12-22,616.6,v1.2
757,262,2023-08-12,610.4,v1.3
758,262,2024-03-26,643.5,v2.0
759,262,2024-08-18,667.1,v1.3
760,263,2022-04-07,604.3,v1.3
761,263,2022-11-25,637.9,v1.3
762,264,2022-02-02,705.3,v1.2
763,265,2021-05-27,438.1,v2.0
764,265,2021-11-21,448.3,v1.3
765,265,2022-05-19,462.9,v1.3
766,265,2022-08-19,501.1,v1.3
767,266,2021-01-04,683.1,v1.3
768,267,2022-10-30,691.8,v2.0
769,268,2023-10-10,650.6,v2.0
770,269,2023-06-23,713.7,v1.3
771,269,2023-10-01,731.0,v1.3
772,269,2024-01-17,759.6,v1.3
773,270,2021-06-19,495.8,v2.0
774,271,2021-02-20,637.9,v2.0
775,271,2021-09-14,634.7,v2.0
776,272,2023-07-31,379.6,v2.0
777,272,2024-03-11,408.2,v2.0
778,272,2024-06-15,393.9,v2.0
779,272,2024-10-13,419.7,v1.3
780,272,2025-02-02,393.6,v2.0
781,273,2022-12-11,671.7,v1.3
782,273,2023-03-19,705.5,v1.2
783,273,2023-09-24,690.6,v1.2
784,274,2022-09-30,713.7,v2.0
785,274,2023-01-29,738.0,v1.3
786,274,2023-08-22,761.4,v1.2
787,274,2024-02-26,760.5,v2.0
788,274,2024-05-24,734.1,v2.0
789,275,2021-10-26,724.2,v1.2
790,275,2022-02-13,698.2,v1.3
791,275,2022-08-15,701.3,v1.3
792,275,2023-02-10,693.5,v2.0
793,276,2021-05-15,396.1,v1.3
794,277,2021-07-14,427.6,v2.0
795,277,2021-12-16,455.7,v1.2
796,277,2022-08-11,451.1,v1.3
797,278,2021-09-29,653.7,v2.0
798,278,2022-05-16,660.2,v1.2
799,279,2023-04-09,615.2,v1.2
800,280,2021-01-30,650.3,v2.0
801,281,2022-05-18,338.9,v1.2
802,281,2022-09-13,340.1,v1.3
803,281,2023-03-10,359.8,v2.0
804,281,2023-07-15,370.0,v1.2
805,282,2021-09-21,713.8,v2.0
806,283,2022-01-01,770.6,v2.0
807,283,2022-04-01,756.9,v2.0
808,284,2022-06-18,724.5,v1.2
809,285,2022-03-28,511.0,v1.2
810,285,2022-08-04,512.3,v1.2
811,285,2023-02-03,498.9,v2.0
812,285,2023-09-03,461.5,v1.2
813,285,2024-01-08,444.2,v1.3
814,286,2021-12-29,365.3,v2.0
815,286,2022-08-13,371.5,v1.3
816,287,2021-07-30,333.6,v1.2
817,288,2021-05-28,588.2,v2.0
818,288,2022-01-12,578.7,v2.0
819,288,2022-05-30,598.3,v1.3
820,289,2021-10-18,793.7,v1.3
821,289,2022-02-06,760.7,v2.0
822,289,2022-08-26,722.1,v2.0
823,289,2023-03-23,701.6,v1.3
824,289,2023-11-07,704.9,v1.3
825,290,2023-08-12,430.1,v1.2
826,290,2024-01-19,457.3,v2.0
827,291,2022-07-30,410.4,v1.2
828,292,2021-01-03,683.5,v1.2
829,292,2021-04-30,710.2,v1.2
830,292,2021-07-25,673.6,v2.0
831,292,2021-10-16,694.0,v2.0
832,292,2022-02-02,733.0,v2.0
833,293,2023-04-28,470.6,v1.2
834,293,2023-09-25,509.0,v1.2
835,293,2024-04-04,504.5,v1.2
836,294,2022-08-22,564.5,v2.0
837,294,2023-02-13,603.9,v1.2
838,295,2021-09-30,389.7,v1.2
839,296,2022-12-22,693.1,v1.3
840,296,2023-08-02,665.4,v1.3
841,296,2024-02-26,661.7,v1.2
842,297,2021-01-05,462.0,v1.2
843,297,2021-06-26,485.8,v1.3
844,297,2022-01-30,476.8,v2.0
845,298,2022-02-28,348.3,v1.2
846,299,2022-02-24,560.4,v1.2
847,299,2022-06-05,521.1,v2.0
848,300,2022-02-13,737.0,v1.2
849,300,2022-04-18,725.2,v2.0
850,300,2022-09-07,692.1,v2.0
851,300,2023-03-24,672.2,v1.2
852,300,2023-10-07,678.9,v1.2
853,301,2021-10-10,337.9,v2.0
854,302,2023-11-06,746.7,v1.3
855,302,2024-03-02,739.6,v1.3
856,302,2024-08-14,710.6,v2.0
857,302,2025-02-16,701.9,v1.2
858,303,2021-01-26,358.9,v1.2
859,303,2021-05-12,371.0,v1.3
860,304,2023-04-23,656.8,v1.2
861,304,2023-08-08,637.9,v2.0
862,304,2024-02-09,653.3,v2.0
863,305,2022-07-25,728.9,v1.3
864,305,2023-02-19,729.5,v1.2
865,305,2023-09-07,710.0,v1.3
866,305,2023-11-19,671.0,v1.3
867,305,2024-06-15,642.0,v1.3
868,306,2022-02-04,429.9,v1.3
869,306,2022-06-19,448.8,v2.0
870,306,2022-09-22,483.0,v1.2
871,306,2023-02-17,453.4,v2.0
872,307,2021-07-29,518.4,v1.3
873,307,2022-02-13,546.2,v1.2
874,308,2021-07-29,678.6,v1.3
875,308,2021-11-28,658.2,v2.0
876,308,2022-05-22,693.3,v2.0
877,309,2021-12-26,588.6,v2.0
878,310,2022-07-23,397.8,v2.0
879,311,2023-10-29,420.5,v1.3
880,312,2021-01-19,486.4,v2.0
881,312,2021-07-25,478.1,v1.2
882,312,2021-11-06,497.9,v2.0
883,313,2022-03-25,705.9,v1.3
884,313,2022-09-23,740.0,v1.3
885,314,2023-12-13,492.7,v2.0
886,315,2022-06-16,572.9,v1.2
887,316,2022-04-22,639.2,v1.3
888,316,2022-09-10,655.5,v1.2
889,316,2022-12-26,662.1,v2.0
890,316,2023-03-19,659.8,v1.2
891,317,2023-08-16,366.4,v2.0
892,317,2023-11-23,381.7,v1.2
893,317,2024-06-25,411.8,v2.0
894,317,2024-10-14,374.4,v1.2
895,318,2021-09-17,757.6,v2.0
896,319,2023-05-24,467.1,v1.2
897,319,2023-11-12,494.3,v1.3
898,319,2024-02-10,480.3,v2.0
899,319,2024-06-07,478.0,v1.3
900,319,2024-08-22,509.8,v1.2
901,320,2021-03-17,682.2,v2.0
902,320,2021-07-26,666.3,v2.0
903,320,2022-01-06,685.5,v2.0
904,320,2022-07-08,645.9,v1.2
905,321,2021-03-21,506.6,v1.2
906,321,2021-07-16,498.1,v2.0
907,322,2022-12-28,349.5,v2.0
908,322,2023-06-12,369.4,v1.2
909,322,2023-10-25,406.5,v1.3
910,323,2022-01-01,409.4,v1.2
911,323,2022-06-05,405.8,v1.2
912,323,2022-09-09,381.6,v2.0
913,324,2021-12-12,734.8,v2.0
914,324,2022-05-03,741.9,v1.2
915,324,2022-10-15,739.3,v2.0
916,324,2023-05-15,773.7,v2.0
917,324,2023-11-23,760.7,v1.3
918,325,2021-10-27,361.3,v1.2
919,325,2022-01-12,326.8,v1.2
920,325,2022-05-18,311.1,v2.0
921,325,2023-01-13,274.7,v2.0
922,326,2021-06-07,399.7,v1.2
923,326,2021-08-31,438.7,v1.2
924,326,2022-01-07,438.8,v1.2
925,326,2022-08-08,421.0,v1.3
926,327,2021-09-24,783.3,v2.0
927,327,2022-05-07,787.5,v2.0
928,327,2022-07-24,800.2,v2.0
929,327,2022-12-31,785.1,v2.0
930,327,2023-08-19,823.1,v1.2
931,328,2022-02-01,306.3,v2.0
932,329,2021-04-04,348.2,v1.3
933,329,2021-08-27,373.9,v1.2
934,330,2021-03-31,716.2,v2.0
935,331,2023-11-05,601.3,v1.2
936,332,2023-03-04,644.3,v1.3
937,332,2023-09-13,611.2,v2.0
938,332,2024-03-15,621.8,v2.0
939,332,2024-10-17,599.3,v1.3
940,333,2023-02-19,356.8,v1.3
941,333,2023-05-17,324.0,v1.2
942,333,2023-08-27,312.0,v1.2
943,333,2024-01-18,302.0,v2.0
944,334,2022-05-04,522.1,v1.2
945,334,2022-11-14,546.8,v1.3
946,334,2023-04-19,536.2,v2.0
947,334,2023-10-13,524.8,v1.2
948,334,2024-05-16,539.5,v2.0
949,335,2022-07-03,375.0,v1.2
950,335,2023-01-27,370.1,v1.2
951,335,2023-09-02,389.7,v1.3
952,335,2024-02-29,393.4,v2.0
953,336,2021-07-04,828.4,v1.3
954,337,2023-01-31,818.1,v1.2
955,337,2023-04-05,838.6,v1.2
956,337,2023-08-20,853.1,v1.3
957,337,2023-12-10,845.0,v1.3
958,337,2024-06-29,853.4,v1.2
959,338,2023-05-02,427.8,v2.0
960,338,2023-11-26,460.7,v1.3
961,339,2022-10-02,691.0,v1.2
962,339,2023-04-23,678.8,v1.3
963,340,2022-05-22,602.5,v1.3
964,340,2022-10-07,628.9,v1.2
965,341,2023-01-12,474.2,v1.3
966,341,2023-05-30,499.5,v1.2
967,342,2021-01-12,313.9,v1.2
968,343,2021-07-04,437.1,v2.0
969,344,2021-04-11,786.6,v1.2
970,344,2021-09-21,757.1,v2.0
971,344,2022-02-11,775.3,v1.2
972,344,2022-06-22,802.0,v1.3
973,344,2022-08-28,825.2,v1.3
974,345,2021-07-28,517.2,v1.3
975,345,2021-11-16,500.0,v1.2
976,345,2022-04-10,466.1,v2.0
977,345,2022-09-25,440.9,v1.3
978,345,2023-02-07,433.2,v1.3
979,346,2022-07-14,780.9,v1.2
980,346,2022-12-10,741.0,v2.0
981,346,2023-07-12,710.3,v1.3
982,346,2023-10-06,720.6,v2.0
983,347,2023-06-04,576.3,v1.2
984,348,2022-03-17,550.0,v2.0
985,348,2022-10-13,515.2,v1.2
986,348,2023-03-21,520.2,v1.2
987,348,2023-11-02,482.8,v1.3
988,349,2022-08-13,414.1,v2.0
989,350,2023-04-04,542.7,v2.0
990,350,2023-06-13,572.0,v2.0
991,350,2023-09-22,534.7,v2.0
992,350,2024-04-11,522.3,v1.3
993,351,2023-10-31,711.0,v2.0
994,351,2024-05-22,725.7,v1.2
995,351,2024-09-24,714.2,v1.3
996,352,2021-10-20,808.4,v1.3
997,352,2022-05-23,808.1,v2.0
998,353,2022-01-09,755.8,v1.2
999,353,2022-03-23,725.6,v1.2
1000,353,2022-08-17,695.5,v2.0
1001,354,2023-03-30,619.4,v1.2
1002,354,2023-08-17,600.6,v1.2
1003,355,2021-04-20,693.1,v1.2
1004,355,2021-12-08,662.5,v1.3
1005,355,2022-06-13,675.7,v2.0
1006,355,2022-12-06,665.5,v2.0
1007,356,2021-11-14,499.9,v1.3
1008,356,2022-06-24,515.4,v1.2
1009,356,2022-09-30,489.4,v2.0
1010,356,2023-02-10,451.6,v1.3
1011,357,2022-10-30,358.7,v2.0
1012,357,2023-03-15,383.3,v2.0
1013,358,2023-02-22,493.6,v1.2
1014,358,2023-10-17,526.2,v1.2
1015,358,2023-12-18,493.4,v1.3
1016,359,2022-04-26,627.3,v2.0
1017,359,2022-11-04,618.8,v2.0
1018,360,2023-11-12,779.1,v2.0
1019,360,2024-06-22,807.8,v1.2
1020,360,2024-09-25,800.8,v2.0
1021,361,2021-05-30,589.9,v1.3
1022,361,2021-10-31,551.8,v1.2
1023,361,2022-03-27,517.8,v2.0
1024,361,2022-11-03,556.7,v2.0
1025,362,2021-10-12,556.3,v2.0
1026,362,2022-04-13,518.3,v2.0
1027,362,2022-08-22,491.5,v1.3
1028,363,2022-11-23,768.2,v1.3
1029,363,2023-04-25,731.1,v1.2
1030,363,2023-09-27,755.4,v1.2
1031,363,2023-12-08,720.4,v2.0
1032,363,2024-03-28,741.6,v1.2
1033,364,2021-10-01,785.6,v1.3
1034,364,2022-02-13,752.0,v1.3
1035,364,2022-05-28,738.9,v1.3
1036,365,2023-02-17,403.7,v1.2
1037,365,2023-06-12,397.1,v1.3
1038,365,2023-12-01,388.2,v1.3
1039,366,2021-03-14,796.9,v2.0
1040,367,2022-04-11,529.2,v1.3
1041,367,2022-09-17,531.3,v1.3
1042,367,2023-03-04,513.7,v2.0
1043,367,2023-07-14,537.7,v2.0
1044,368,2021-11-26,538.6,v1.2
1045,369,2021-06-08,748.8,v1.2
1046,369,2021-08-08,732.1,v2.0
1047,369,2022-03-17,704.4,v2.0
1048,370,2022-08-01,602.9,v1.2
1049,370,2023-03-18,570.2,v2.0
1050,370,2023-11-11,572.8,v1.2
1051,370,2024-05-14,583.9,v1.2
1052,371,2021-08-03,356.4,v2.0
1053,372,2023-01-29,467.1,v2.0
1054,373,2021-07-05,619.6,v1.2
1055,373,2021-11-03,618.0,v1.3
1056,373,2022-06-30,601.7,v1.3
1057,373,2022-10-20,621.3,v1.2
1058,373,2023-03-19,592.2,v1.2
1059,374,2023-01-06,393.0,v2.0
1060,374,2023-07-23,362.3,v1.3
1061,375,2021-06-14,726.0,v1.2
1062,375,2021-09-21,759.0,v1.2
1063,375,2022-01-08,762.4,v1.2
1064,375,2022-06-26,760.3,v1.3
1065,375,2022-10-24,774.2,v2.0
1066,376,2021-08-16,597.4,v2.0
1067,376,2022-03-17,591.6,v1.2
1068,377,2021-05-27,760.8,v2.0
1069,377,2022-01-18,741.0,v2.0
1070,377,2022-06-07,715.5,v1.2
1071,378,2023-05-07,673.9,v2.0
1072,378,2023-08-26,638.0,v1.2
1073,378,2024-02-26,607.8,v2.0
1074,378,2024-06-20,625.2,v1.2
1075,378,2024-10-27,613.0,v2.0
1076,379,2021-06-29,693.3,v1.2
1077,380,2021-01-19,586.8,v2.0
1078,380,2021-07-10,609.3,v2.0
1079,381,2021-07-02,648.5,v2.0
1080,382,2023-05-29,578.6,v2.0
1081,382,2023-10-12,616.1,v1.3
1082,382,2024-03-22,625.3,v1.3
1083,382,2024-06-24,631.4,v1.3
1084,382,2024-09-28,629.0,v1.2
1085,383,2023-12-08,303.1,v2.0
1086,384,2023-03-27,395.5,v2.0
1087,384,2023-11-08,368.1,v1.2
1088,384,2024-05-09,342.0,v2.0
1089,384,2024-10-11,306.0,v2.0
1090,385,2022-10-10,687.4,v2.0
1091,385,2023-05-28,724.8,v1.3
1092,385,2024-01-13,744.4,v1.3
1093,385,2024-07-08,775.5,v1.3
1094,385,2024-11-20,792.6,v2.0
1095,386,2021-09-28,717.4,v1.2
1096,386,2022-04-24,686.9,v2.0
1097,386,2022-07-08,711.2,v1.2
1098,386,2022-10-19,738.4,v2.0
1099,387,2023-12-18,465.5,v1.3
1100,387,2024-03-02,445.1,v1.3
1101,387,2024-05-06,406.3,v2.0
1102,387,2024-11-09,430.9,v2.0
1103,387,2025-07-01,422.2,v1.2
1104,388,2023-07-08,716.8,v1.3
1105,388,2023-11-02,717.6,v2.0
1106,388,2024-02-19,726.0,v1.2
1107,388,2024-06-13,748.7,v1.2
1108,388,2024-11-25,781.2,v2.0
1109,389,2022-08-12,460.9,v1.2
1110,390,2023-04-05,593.6,v1.3
1111,390,2023-07-14,575.7,v1.3
1112,390,2023-10-07,597.7,v2.0
1113,390,2024-05-03,607.1,v1.2
1114,391,2021-10-16,667.0,v1.2
1115,392,2023-12-19,689.4,v1.3
1116,392,2024-08-14,676.5,v1.2
1117,392,2025-04-02,695.0,v2.0
1118,393,2023-04-29,678.9,v1.2
1119,393,2023-10-13,678.9,v1.3
1120,393,2024-01-20,643.1,v2.0
1121,394,2022-11-03,363.5,v1.3
1122,394,2023-05-21,353.0,v1.2
1123,394,2023-09-22,351.4,v1.3
1124,394,2024-04-01,335.6,v2.0
1125,395,2023-02-05,380.5,v2.0
1126,396,2021-10-09,507.6,v2.0
1127,396,2022-03-06,515.6,v1.3
1128,397,2022-04-08,393.1,v1.3
1129,397,2022-10-04,432.0,v1.3
1130,397,2023-01-21,461.1,v1.2
1131,398,2021-01-04,433.9,v1.2
1132,398,2021-04-28,460.4,v1.2
1133,398,2021-07-13,421.7,v2.0
1134,399,2021-10-04,558.2,v1.3
1135,399,2022-04-14,575.6,v2.0
1136,399,2022-10-13,600.2,v2.0
1137,399,2023-05-09,638.1,v1.2
1138,400,2023-09-04,516.6,v1.3
1139,400,2023-12-22,543.2,v1.3
1140,400,2024-08-12,561.7,v1.3
1141,400,2025-04-03,594.0,v2.0
