history_id,account_id,status,changed_at,changed_by_employee_id,reason
560,450,active,2024-07-20T09:00:00,19,account opened
561,451,active,2021-06-25T09:00:00,32,account opened
562,451,frozen,2022-09-20T09:00:00,58,review
563,452,active,2024-05-21T09:00:00,16,account opened
564,452,frozen,2024-12-09T09:00:00,53,status update
565,453,active,2016-09-02T09:00:00,31,account opened
566,454,active,2020-12-15T09:00:00,32,account opened
567,454,frozen,2023-02-23T09:00:00,39,review
568,455,active,2022-10-10T09:00:00,19,account opened
569,456,active,2022-07-03T09:00:00,2,account opened
570,457,active,2024-10-20T09:00:00,41,account opened
571,458,active,2015-10-17T09:00:00,49,account opened
572,459,active,2023-11-29T09:00:00,60,account opened
573,459,frozen,2024-11-18T09:00:00,30,review
574,460,active,2019-02-06T09:00:00,46,account opened
575,461,active,2017-09-04T09:00:00,56,account opened
576,461,frozen,2018-11-25T09:00:00,41,review
577,462,active,2023-07-14T09:00:00,44,account opened
578,463,active,2018-11-15T09:00:00,35,account opened
579,464,active,2021-12-18T09:00:00,57,account opened
580,465,active,2018-03-27T09:00:00,10,account opened
581,466,active,2015-04-03T09:00:00,23,account opened
582,467,active,2018-04-09T09:00:00,34,account opened
583,467,frozen,2019-01-28T09:00:00,42,status update
584,468,active,2022-05-09T09:00:00,54,account opened
585,469,active,2016-06-24T09:00:00,24,account opened
586,470,active,2016-08-30T09:00:00,60,account opened
587,471,active,2016-04-23T09:00:00,24,account opened
588,471,active,2017-10-17T09:00:00,14,review
589,471,closed,2018-01-07T09:00:00,24,status update
590,472,active,2020-01-11T09:00:00,26,account opened
591,473,active,2018-08-04T09:00:00,42,account opened
592,473,frozen,2020-03-06T09:00:00,28,review
593,474,active,2022-06-24T09:00:00,45,account opened
594,475,active,2016-04-23T09:00:00,6,account opened
595,476,active,2021-07-17T09:00:00,6,account opened
596,476,under_review,2023-12-13T09:00:00,40,review
597,477,active,2015-12-24T09:00:00,33,account opened
598,478,active,2016-08-28T09:00:00,23,account opened
599,479,active,2015-12-25T09:00:00,27,account opened
600,479,under_review,2016-10-29T09:00:00,39,review
601,480,active,2019-10-03T09:00:00,10,account opened
602,481,active,2018-10-05T09:00:00,6,account opened
603,482,active,2020-03-07T09:00:00,25,account opened
604,483,active,2024-05-11T09:00:00,51,account opened
605,484,active,2022-06-20T09:00:00,16,account opened
606,485,active,2023-05-12T09:00:00,44,account opened
607,486,active,2019-03-09T09:00:00,11,account opened
608,487,active,2024-11-06T09:00:00,41,account opened
609,487,active,2026-07-05T09:00:00,5,review
610,488,active,2018-04-09T09:00:00,12,account opened
611,489,active,2021-02-05T09:00:00,52,account opened
612,490,active,2019-01-24T09:00:00,34,account opened
613,490,frozen,2021-03-06T09:00:00,36,review
614,491,active,2018-10-25T09:00:00,54,account opened
615,492,active,2016-04-22T09:00:00,24,account opened
616,493,active,2018-06-01T09:00:00,45,account opened
617,493,closed,2019-02-24T09:00:00,52,status update
618,494,active,2015-11-18T09:00:00,31,account opened
619,495,active,2015-05-15T09:00:00,17,account opened
620,496,active,2023-10-10T09:00:00,13,account opened
621,497,active,2018-12-13T09:00:00,37,account opened
622,498,active,2023-01-10T09:00:00,47,account opened
623,499,active,2021-08-11T09:00:00,25,account opened
624,500,active,2016-04-07T09:00:00,32,account opened
625,501,active,2023-02-05T09:00:00,30,account opened
626,501,closed,2023-08-08T09:00:00,14,status update
627,502,active,2017-07-14T09:00:00,5,account opened
628,503,active,2017-01-04T09:00:00,29,account opened
629,503,closed,2017-01-22T09:00:00,59,status update
630,504,active,2016-08-10T09:00:00,58,account opened
631,505,active,2018-10-19T09:00:00,28,account opened
632,506,active,2023-08-04T09:00:00,42,account opened
633,506,under_review,2023-09-07T09:00:00,58,review
634,507,active,2021-10-06T09:00:00,30,account opened
635,507,frozen,2023-01-02T09:00:00,36,review
636,508,active,2016-07-05T09:00:00,44,account opened
637,508,closed,2017-07-10T09:00:00,32,status update
638,509,active,2021-12-22T09:00:00,32,account opened
639,510,active,2020-08-01T09:00:00,35,account opened
640,511,active,2020-01-18T09:00:00,36,account opened
641,512,active,2016-11-03T09:00:00,8,account opened
642,513,active,2022-09-08T09:00:00,4,account opened
643,513,frozen,2025-02-06T09:00:00,53,review
644,514,active,2021-12-01T09:00:00,38,account opened
645,515,active,2018-10-29T09:00:00,27,account opened
646,516,active,2017-08-19T09:00:00,20,account opened
647,517,active,2022-05-18T09:00:00,45,account opened
648,518,active,2021-05-25T09:00:00,44,account opened
649,519,active,2018-10-22T09:00:00,41,account opened
650,520,active,2017-05-26T09:00:00,26,account opened
651,520,active,2017-07-03T09:00:00,8,review
652,521,active,2023-01-18T09:00:00,52,account opened
653,522,active,2023-12-03T09:00:00,43,account opened
654,523,active,2017-10-26T09:00:00,2,account opened
655,524,active,2021-06-20T09:00:00,30,account opened
656,525,active,2024-07-24T09:00:00,34,account opened
657,525,under_review,2026-07-20T09:00:00,59,review
658,526,active,2016-09-08T09:00:00,56,account opened
659,527,active,2024-06-27T09:00:00,39,account opened
660,527,active,2026-04-28T09:00:00,20,review
661,528,active,2017-02-25T09:00:00,36,account opened
662,528,closed,2017-06-28T09:00:00,15,status update
663,529,active,2017-04-07T09:00:00,43,account opened
664,530,active,2023-02-07T09:00:00,6,account opened
665,530,frozen,2023-03-07T09:00:00,18,status update
666,531,active,2019-07-26T09:00:00,26,account opened
667,532,active,2017-08-24T09:00:00,34,account opened
668,533,active,2017-10-28T09:00:00,50,account opened
669,534,active,2023-04-08T09:00:00,28,account opened
670,534,active,2024-06-16T09:00:00,8,review
671,535,active,2018-01-29T09:00:00,24,account opened
672,536,active,2019-10-02T09:00:00,10,account opened
673,537,active,2015-03-28T09:00:00,52,account opened
674,538,active,2017-09-08T09:00:00,45,account opened
675,539,active,2024-09-21T09:00:00,26,account opened
676,540,active,2024-03-23T09:00:00,29,account opened
677,541,active,2023-11-08T09:00:00,32,account opened
678,541,closed,2024-09-02T09:00:00,12,status update
679,542,active,2023-01-17T09:00:00,11,account opened
680,542,frozen,2025-03-20T09:00:00,5,review
681,543,active,2019-09-20T09:00:00,2,account opened
682,543,active,2020-06-09T09:00:00,57,review
683,544,active,2022-01-25T09:00:00,13,account opened
684,545,active,2016-03-29T09:00:00,49,account opened
685,546,active,2020-01-24T09:00:00,44,account opened
686,546,active,2020-03-17T09:00:00,45,review
687,547,active,2017-03-24T09:00:00,25,account opened
688,548,active,2015-04-05T09:00:00,30,account opened
689,549,active,2015-07-23T09:00:00,6,account opened
690,550,active,2015-02-27T09:00:00,44,account opened
